net,length_um
_12603_,12.42µm
_01330_,12.4µm
_01843_,12.4µm
_02855_,12.4µm
_04362_,12.4µm
_11309_,12.4µm
_12609_,12.4µm
mantisaA[8],12.4µm
_04345_,12.38µm
_07109_,12.38µm
_07519_,12.38µm
_09209_,12.38µm
_11318_,12.38µm
_13657_,12.38µm
_02103_,12.36µm
_04904_,12.36µm
_06778_,12.36µm
_11667_,12.36µm
_12070_,12.36µm
_05543_,12.35µm
_00463_,12.34µm
_02244_,12.34µm
_02771_,12.34µm
_03348_,12.34µm
_05097_,12.34µm
_06271_,12.34µm
_06633_,12.34µm
_06715_,12.34µm
_06905_,12.34µm
_07855_,12.34µm
_08104_,12.34µm
_08881_,12.34µm
net26,12.34µm
net1218,12.34µm
_01830_,12.32µm
_02365_,12.32µm
_04457_,12.32µm
_06093_,12.32µm
_11796_,12.32µm
_12925_,12.32µm
expa[7],12.31µm
mantisaB[5],12.31µm
_01959_,12.3µm
_03377_,12.3µm
_03849_,12.3µm
_04425_,12.3µm
_06951_,12.3µm
_08903_,12.3µm
_12885_,12.3µm
_05746_,12.29µm
_00838_,12.28µm
_01296_,12.28µm
_06087_,12.28µm
_09288_,12.28µm
_00736_,12.26µm
_00789_,12.26µm
_01295_,12.26µm
_03934_,12.26µm
_08304_,12.26µm
_08390_,12.26µm
_10102_,12.26µm
_10584_,12.26µm
_10952_,12.26µm
_11855_,12.255µm
_00642_,12.24µm
_02058_,12.24µm
_03907_,12.24µm
_08929_,12.24µm
_09621_,12.24µm
_10668_,12.24µm
_12764_,12.24µm
_14646_,12.24µm
net1005,12.24µm
_13927_,12.23µm
_00513_,12.22µm
_01240_,12.22µm
_02674_,12.22µm
_04488_,12.22µm
_05349_,12.22µm
_08606_,12.22µm
_08851_,12.22µm
_09155_,12.22µm
_10781_,12.22µm
_12705_,12.22µm
_12744_,12.22µm
_00912_,12.2µm
_01635_,12.2µm
_09819_,12.2µm
_10868_,12.2µm
_11311_,12.2µm
_11424_,12.2µm
_12500_,12.2µm
_14227_,12.2µm
_06386_,12.195µm
_14409_,12.19µm
_00374_,12.18µm
_01976_,12.18µm
_03379_,12.18µm
_09830_,12.18µm
_12980_,12.18µm
_13299_,12.18µm
_14124_,12.18µm
net150,12.18µm
_04743_,12.16µm
_05414_,12.16µm
_05549_,12.16µm
_06168_,12.16µm
_07048_,12.16µm
_08717_,12.16µm
_09653_,12.16µm
_10875_,12.16µm
_11767_,12.16µm
_13055_,12.16µm
_13903_,12.16µm
_10212_,12.15µm
_04073_,12.14µm
_05184_,12.14µm
_06290_,12.14µm
_06563_,12.14µm
_07143_,12.14µm
_10003_,12.14µm
_13655_,12.14µm
_13976_,12.14µm
_08675_,12.13µm
_11232_,12.13µm
_03230_,12.12µm
_04493_,12.12µm
_04690_,12.12µm
_06051_,12.12µm
_06795_,12.12µm
_07880_,12.12µm
_09466_,12.12µm
_09953_,12.12µm
_10317_,12.12µm
_13535_,12.12µm
net255,12.12µm
_00259_,12.1µm
_13773_,12.1µm
_13973_,12.1µm
_14677_,12.1µm
mantisaA[16],12.09µm
net117,12.09µm
_00052_,12.085µm
_00631_,12.08µm
_06088_,12.08µm
_06097_,12.08µm
_06322_,12.08µm
_07301_,12.08µm
_07956_,12.08µm
_09125_,12.08µm
_11084_,12.08µm
_11090_,12.08µm
_11196_,12.08µm
_11557_,12.08µm
_12425_,12.08µm
_01221_,12.06µm
_01586_,12.06µm
_02542_,12.06µm
_08485_,12.06µm
_10305_,12.06µm
_11509_,12.06µm
_13474_,12.06µm
net1210,12.06µm
_05561_,12.05µm
_00393_,12.04µm
_02266_,12.04µm
_02934_,12.04µm
_03672_,12.04µm
_04233_,12.04µm
_04468_,12.04µm
_04775_,12.04µm
_07272_,12.04µm
_09022_,12.04µm
_09180_,12.04µm
_10050_,12.04µm
_10241_,12.04µm
_10587_,12.04µm
_11167_,12.04µm
_13272_,12.04µm
_13500_,12.04µm
_14338_,12.04µm
_02755_,12.02µm
_04718_,12.02µm
_05858_,12.02µm
_08261_,12.02µm
_09268_,12.02µm
_09513_,12.02µm
_10427_,12.02µm
_14381_,12.02µm
_14382_,12.02µm
_03388_,12.015µm
_00606_,12µm
_01131_,12µm
_02536_,12µm
_03224_,12µm
_04367_,12µm
_05981_,12µm
_07137_,12µm
_07484_,12µm
_07833_,12µm
_08072_,12µm
_09449_,12µm
_09563_,12µm
_13562_,12µm
net1222,12µm
_08079_,11.99µm
_12822_,11.99µm
_06474_,11.985µm
_00984_,11.98µm
_04649_,11.98µm
_06378_,11.98µm
_09809_,11.98µm
_10277_,11.98µm
_10298_,11.98µm
_00966_,11.96µm
_04520_,11.96µm
_07380_,11.96µm
_07567_,11.96µm
_07886_,11.96µm
_08972_,11.96µm
_09706_,11.96µm
_12009_,11.96µm
_13180_,11.96µm
net52,11.96µm
_07115_,11.94µm
_08611_,11.94µm
mantisaA[7],11.94µm
_02197_,11.92µm
_04093_,11.92µm
_05621_,11.92µm
_06995_,11.92µm
_10883_,11.92µm
_14057_,11.92µm
mantisaA[3],11.92µm
_07082_,11.9µm
_09296_,11.9µm
_13941_,11.9µm
_02596_,11.88µm
_03249_,11.88µm
_04480_,11.88µm
_05686_,11.88µm
_06091_,11.88µm
_06935_,11.88µm
_09179_,11.88µm
_13479_,11.88µm
_14416_,11.88µm
_03491_,11.86µm
_04201_,11.86µm
_08403_,11.86µm
_09995_,11.86µm
_11836_,11.86µm
_01518_,11.845µm
_02688_,11.84µm
_06254_,11.84µm
_07174_,11.84µm
_08176_,11.84µm
_09015_,11.84µm
_11064_,11.84µm
_13092_,11.84µm
_14434_,11.84µm
_00406_,11.82µm
_00734_,11.82µm
_04226_,11.82µm
_04447_,11.82µm
_04603_,11.82µm
_04891_,11.82µm
_08314_,11.82µm
_08680_,11.82µm
_11599_,11.82µm
_13251_,11.82µm
_14497_,11.82µm
_00801_,11.8µm
_01154_,11.8µm
_01412_,11.8µm
_02838_,11.8µm
_06021_,11.8µm
_08360_,11.8µm
_08410_,11.8µm
_10721_,11.8µm
_10917_,11.8µm
_13300_,11.8µm
_08369_,11.79µm
_09670_,11.79µm
_07324_,11.78µm
_07830_,11.78µm
_09738_,11.78µm
_10274_,11.78µm
_11410_,11.78µm
_12932_,11.78µm
_04611_,11.765µm
_07751_,11.765µm
_00841_,11.76µm
_01400_,11.76µm
_01482_,11.76µm
_02962_,11.76µm
_10440_,11.76µm
_12309_,11.76µm
_12638_,11.76µm
expb[1],11.75µm
_03234_,11.74µm
_03742_,11.74µm
_04644_,11.74µm
_06492_,11.74µm
_06707_,11.74µm
_08448_,11.74µm
_09366_,11.74µm
_01156_,11.72µm
_03531_,11.72µm
_06142_,11.72µm
_08506_,11.72µm
_09017_,11.72µm
_09846_,11.72µm
_10092_,11.72µm
_11143_,11.72µm
_01802_,11.7µm
_02718_,11.7µm
_05585_,11.7µm
_06030_,11.7µm
_07087_,11.7µm
expmiddleb\[0\],11.7µm
_09172_,11.69µm
_00747_,11.68µm
_03013_,11.68µm
_03750_,11.68µm
_05277_,11.68µm
_06036_,11.68µm
_06690_,11.68µm
_06871_,11.68µm
_09605_,11.68µm
_09736_,11.68µm
_12740_,11.68µm
_14620_,11.68µm
_00924_,11.66µm
_01899_,11.66µm
_02604_,11.66µm
_02748_,11.66µm
_04882_,11.66µm
_05024_,11.66µm
_05123_,11.66µm
_05536_,11.66µm
_06189_,11.66µm
_06643_,11.66µm
_11300_,11.66µm
_11605_,11.66µm
_12411_,11.66µm
_14209_,11.66µm
_04234_,11.655µm
_07375_,11.65µm
_01846_,11.64µm
_03113_,11.64µm
_04712_,11.64µm
_06289_,11.64µm
_11385_,11.64µm
_14594_,11.64µm
_00644_,11.62µm
_01895_,11.62µm
_04235_,11.62µm
_07013_,11.62µm
_07190_,11.62µm
_08615_,11.62µm
_09663_,11.62µm
_09792_,11.62µm
_11273_,11.62µm
_13719_,11.62µm
_14679_,11.62µm
mantisaB[4],11.61µm
_04513_,11.6µm
_05722_,11.6µm
_13303_,11.6µm
_13402_,11.6µm
_01730_,11.58µm
_02224_,11.58µm
_03002_,11.58µm
_03935_,11.58µm
_04057_,11.58µm
_04312_,11.58µm
_04340_,11.58µm
_04711_,11.58µm
_05541_,11.58µm
_06667_,11.58µm
_07316_,11.58µm
_07503_,11.58µm
_07540_,11.58µm
_08837_,11.58µm
_08917_,11.58µm
_09709_,11.58µm
_11900_,11.58µm
_12370_,11.58µm
_13420_,11.58µm
_03872_,11.56µm
_05152_,11.56µm
_06162_,11.56µm
_08863_,11.56µm
_08874_,11.56µm
_09551_,11.56µm
_12824_,11.56µm
_13452_,11.56µm
_00312_,11.54µm
_00950_,11.54µm
_02624_,11.54µm
_03081_,11.54µm
_03821_,11.54µm
_06948_,11.54µm
_08864_,11.54µm
_09222_,11.54µm
_09558_,11.54µm
_10168_,11.54µm
_00953_,11.52µm
_01577_,11.52µm
_09469_,11.52µm
_10923_,11.52µm
_11157_,11.52µm
_14670_,11.52µm
_06206_,11.5µm
_07258_,11.5µm
_08177_,11.5µm
_08235_,11.5µm
_08957_,11.5µm
_10847_,11.5µm
_11031_,11.5µm
_11140_,11.5µm
_11175_,11.5µm
_12079_,11.5µm
_12390_,11.5µm
_05050_,11.485µm
_03431_,11.48µm
_03880_,11.48µm
_04438_,11.48µm
_12494_,11.475µm
_00422_,11.46µm
_00769_,11.46µm
_01243_,11.46µm
_02695_,11.46µm
_05333_,11.46µm
_07063_,11.46µm
_08365_,11.46µm
_08538_,11.46µm
_11668_,11.46µm
_12254_,11.46µm
_12466_,11.46µm
_13530_,11.46µm
_14683_,11.46µm
_12681_,11.45µm
_01093_,11.445µm
_04266_,11.44µm
_12281_,11.44µm
net1196,11.44µm
_07427_,11.435µm
_04436_,11.43µm
_01124_,11.42µm
_01271_,11.42µm
_01490_,11.42µm
_06597_,11.42µm
_06966_,11.42µm
_07588_,11.42µm
_07945_,11.42µm
_08854_,11.42µm
_09896_,11.42µm
_13178_,11.42µm
_02427_,11.41µm
_00455_,11.4µm
_03221_,11.4µm
_03989_,11.4µm
_06180_,11.4µm
_12243_,11.4µm
_04227_,11.39µm
_12661_,11.39µm
_05747_,11.385µm
_00317_,11.38µm
_03322_,11.38µm
_05590_,11.38µm
_05744_,11.38µm
_06152_,11.38µm
_06294_,11.38µm
_08525_,11.38µm
_11077_,11.38µm
_13734_,11.38µm
_06337_,11.365µm
_01460_,11.36µm
_06320_,11.36µm
_08711_,11.36µm
_10504_,11.36µm
_11634_,11.36µm
_13644_,11.36µm
expmiddlea\[0\],11.36µm
_02055_,11.34µm
_02582_,11.34µm
_03115_,11.34µm
_05233_,11.34µm
_05709_,11.34µm
_06008_,11.34µm
_07186_,11.34µm
_10141_,11.34µm
_12168_,11.34µm
_13296_,11.34µm
_14245_,11.34µm
_00819_,11.32µm
_02965_,11.32µm
_04942_,11.32µm
_06732_,11.32µm
_09160_,11.32µm
_09347_,11.32µm
_09789_,11.32µm
_09847_,11.32µm
_10469_,11.32µm
_11043_,11.32µm
_01794_,11.3µm
_02025_,11.3µm
_04204_,11.3µm
_05483_,11.3µm
_06982_,11.3µm
_07448_,11.3µm
_08939_,11.3µm
_08941_,11.3µm
_10814_,11.3µm
_03799_,11.28µm
_06543_,11.28µm
_07389_,11.28µm
_08948_,11.28µm
_09237_,11.28µm
_11523_,11.28µm
_11692_,11.28µm
_12999_,11.28µm
_13879_,11.28µm
mantisaBshift\[12\],11.28µm
_01789_,11.26µm
_02752_,11.26µm
_04822_,11.26µm
_07088_,11.26µm
_08055_,11.26µm
_09794_,11.26µm
_12274_,11.26µm
_12397_,11.26µm
_13230_,11.26µm
_00117_,11.245µm
_06293_,11.245µm
_00267_,11.24µm
_01136_,11.24µm
_01960_,11.24µm
_02750_,11.24µm
_04152_,11.24µm
_05797_,11.24µm
_09147_,11.24µm
_09351_,11.24µm
_13864_,11.24µm
expmiddleb\[4\],11.24µm
_02482_,11.22µm
_04563_,11.22µm
_05112_,11.22µm
_05440_,11.22µm
_05955_,11.22µm
_06165_,11.22µm
_13735_,11.22µm
_02505_,11.215µm
_09051_,11.205µm
_01012_,11.2µm
_01643_,11.2µm
_02233_,11.2µm
_03077_,11.2µm
_05017_,11.2µm
_11103_,11.2µm
_11334_,11.2µm
_11759_,11.2µm
_13650_,11.2µm
_14147_,11.2µm
_02153_,11.18µm
_06100_,11.18µm
_07098_,11.18µm
_08171_,11.18µm
_09436_,11.18µm
_11280_,11.18µm
_12790_,11.18µm
_13946_,11.18µm
expmiddleb\[3\],11.18µm
_00118_,11.165µm
_01035_,11.16µm
_02245_,11.16µm
_03000_,11.16µm
_03753_,11.16µm
_04802_,11.16µm
_07423_,11.16µm
_07949_,11.16µm
_08301_,11.16µm
_08465_,11.16µm
_10856_,11.16µm
_11683_,11.16µm
_12887_,11.16µm
_13855_,11.16µm
_08921_,11.155µm
_00414_,11.14µm
_00623_,11.14µm
_02697_,11.14µm
_05877_,11.14µm
_07018_,11.14µm
_07769_,11.14µm
_08537_,11.14µm
_14392_,11.14µm
_00291_,11.12µm
_01289_,11.12µm
_01503_,11.12µm
_03556_,11.12µm
_04582_,11.12µm
_05717_,11.12µm
_05836_,11.12µm
_06004_,11.12µm
_06356_,11.12µm
_06513_,11.12µm
_08935_,11.12µm
_08969_,11.12µm
_09124_,11.12µm
_09969_,11.12µm
_11374_,11.12µm
_11422_,11.12µm
_13493_,11.12µm
_13963_,11.12µm
_13983_,11.12µm
_01884_,11.1µm
_04944_,11.1µm
_05234_,11.1µm
_06811_,11.1µm
_07720_,11.1µm
_07840_,11.1µm
_08484_,11.1µm
_13052_,11.1µm
_13606_,11.1µm
_13966_,11.1µm
four_man\[20\],11.1µm
mantisaB[12],11.09µm
_03480_,11.08µm
_04860_,11.08µm
_05778_,11.08µm
_05989_,11.08µm
_12679_,11.08µm
net1195,11.08µm
_02188_,11.06µm
_06708_,11.06µm
_08165_,11.06µm
_11096_,11.06µm
_12046_,11.06µm
_14092_,11.06µm
_00689_,11.04µm
_00958_,11.04µm
_02387_,11.04µm
_02616_,11.04µm
_02958_,11.04µm
_04477_,11.04µm
_06802_,11.04µm
_08515_,11.04µm
_08725_,11.04µm
_11620_,11.04µm
_12121_,11.04µm
_13129_,11.04µm
_13931_,11.04µm
_14603_,11.04µm
net280,11.04µm
_01665_,11.02µm
_11012_,11.02µm
_14421_,11.02µm
_14548_,11.02µm
_14690_,11.02µm
_00490_,11µm
_03260_,11µm
_03414_,11µm
_06899_,11µm
_07191_,11µm
_07334_,11µm
_10189_,11µm
_10539_,11µm
_10639_,11µm
_10643_,11µm
_01838_,10.98µm
_03884_,10.98µm
_05959_,10.98µm
_06609_,10.98µm
_11134_,10.98µm
_11212_,10.98µm
_00013_,10.965µm
_01351_,10.96µm
_01605_,10.96µm
_02461_,10.96µm
_02634_,10.96µm
_02913_,10.96µm
_04467_,10.96µm
_06530_,10.96µm
_07084_,10.96µm
_08256_,10.96µm
_08496_,10.96µm
_08707_,10.96µm
_09058_,10.96µm
_09579_,10.96µm
_09720_,10.96µm
_10012_,10.96µm
_10423_,10.96µm
_10730_,10.96µm
_11211_,10.96µm
_12810_,10.96µm
_14590_,10.96µm
_03888_,10.94µm
_09671_,10.94µm
_11964_,10.94µm
_14587_,10.925µm
_01370_,10.92µm
_03005_,10.92µm
_09509_,10.92µm
_11362_,10.92µm
_12516_,10.92µm
_14537_,10.92µm
_02290_,10.91µm
_00059_,10.905µm
_01335_,10.9µm
_01468_,10.9µm
_02608_,10.9µm
_05870_,10.9µm
_06644_,10.9µm
_08550_,10.9µm
_08676_,10.9µm
_09719_,10.89µm
_00947_,10.88µm
_02406_,10.88µm
_04164_,10.88µm
_05180_,10.88µm
_06603_,10.88µm
_06828_,10.88µm
_08835_,10.88µm
_09499_,10.88µm
_12357_,10.88µm
net1000,10.88µm
_06712_,10.875µm
net1143,10.865µm
_01076_,10.86µm
_01302_,10.86µm
_02115_,10.86µm
_02226_,10.86µm
_02770_,10.86µm
_04663_,10.86µm
_05221_,10.86µm
_06676_,10.86µm
_07558_,10.86µm
_08789_,10.86µm
_11399_,10.86µm
_13660_,10.86µm
_14128_,10.86µm
_14355_,10.86µm
mantisaA0\[7\],10.86µm
_01299_,10.84µm
_03363_,10.84µm
_04430_,10.84µm
_05738_,10.84µm
_10739_,10.84µm
_13797_,10.84µm
_02236_,10.835µm
_00538_,10.82µm
_02813_,10.82µm
_04081_,10.82µm
_04357_,10.82µm
_06040_,10.82µm
_07253_,10.82µm
_09302_,10.82µm
_10623_,10.82µm
_11074_,10.82µm
_11252_,10.82µm
_12680_,10.82µm
mantisaA0\[14\],10.82µm
_00465_,10.8µm
_01451_,10.8µm
_01506_,10.8µm
_01720_,10.8µm
_03313_,10.8µm
_06353_,10.8µm
_07947_,10.8µm
_07954_,10.8µm
_10621_,10.8µm
_14107_,10.8µm
_14153_,10.8µm
net1003,10.8µm
net1237,10.8µm
_01874_,10.785µm
_01441_,10.78µm
_03351_,10.78µm
_04355_,10.78µm
_04852_,10.78µm
_04876_,10.78µm
_05022_,10.78µm
_06125_,10.78µm
_06345_,10.78µm
_06589_,10.78µm
_06674_,10.78µm
_07011_,10.78µm
_07151_,10.78µm
_09747_,10.78µm
_10521_,10.78µm
_02515_,10.76µm
_03743_,10.76µm
_05413_,10.76µm
_05444_,10.76µm
_06661_,10.76µm
_06728_,10.76µm
_08219_,10.76µm
_08635_,10.76µm
_09131_,10.76µm
_10895_,10.76µm
_11371_,10.76µm
_12650_,10.76µm
_12782_,10.76µm
_13771_,10.76µm
_14236_,10.76µm
_02900_,10.75µm
_00612_,10.74µm
_01319_,10.74µm
_01875_,10.74µm
_03016_,10.74µm
_03703_,10.74µm
_04174_,10.74µm
_05095_,10.74µm
_06745_,10.74µm
_07816_,10.74µm
_08637_,10.74µm
_09064_,10.74µm
_14248_,10.74µm
net1224,10.74µm
_00683_,10.72µm
_00721_,10.72µm
_02635_,10.72µm
_04709_,10.72µm
_05170_,10.72µm
_05860_,10.72µm
_09546_,10.72µm
_10229_,10.72µm
_11087_,10.72µm
_12586_,10.72µm
_13134_,10.72µm
_13185_,10.72µm
_06436_,10.71µm
_02246_,10.7µm
_03756_,10.7µm
_03919_,10.7µm
_04735_,10.7µm
_06193_,10.7µm
_06455_,10.7µm
_06697_,10.7µm
_08033_,10.7µm
_09473_,10.7µm
_12648_,10.7µm
_12707_,10.7µm
_13181_,10.7µm
_14405_,10.7µm
_11008_,10.69µm
_11378_,10.69µm
_00269_,10.68µm
_04011_,10.68µm
_04975_,10.68µm
_06511_,10.68µm
_11009_,10.68µm
expadd\[3\],10.68µm
_09999_,10.675µm
mantisaB[3],10.67µm
_00904_,10.66µm
_01007_,10.66µm
_02512_,10.66µm
_03240_,10.66µm
_06620_,10.66µm
_06738_,10.66µm
_07044_,10.66µm
_07895_,10.66µm
_08942_,10.66µm
_11033_,10.66µm
_11179_,10.66µm
_12386_,10.66µm
_13475_,10.66µm
_14514_,10.66µm
net64,10.66µm
net175,10.66µm
_01668_,10.64µm
_03464_,10.64µm
_05607_,10.64µm
_07534_,10.64µm
_08209_,10.64µm
_08355_,10.64µm
_08829_,10.64µm
_08885_,10.64µm
_13877_,10.64µm
_01484_,10.62µm
_01985_,10.62µm
_02861_,10.62µm
_03095_,10.62µm
_03609_,10.62µm
_06158_,10.62µm
_07135_,10.62µm
_08670_,10.62µm
_10093_,10.62µm
_10472_,10.62µm
_14051_,10.62µm
_14218_,10.62µm
_14439_,10.62µm
_14599_,10.62µm
_03055_,10.6µm
_06558_,10.6µm
_07265_,10.6µm
_08389_,10.6µm
_14581_,10.6µm
_01608_,10.58µm
_02304_,10.58µm
_05137_,10.58µm
_06846_,10.58µm
_09418_,10.58µm
_11484_,10.58µm
_11944_,10.58µm
_12566_,10.58µm
_14458_,10.58µm
_14572_,10.58µm
_09097_,10.57µm
_02141_,10.56µm
_05227_,10.56µm
_05243_,10.56µm
_05429_,10.56µm
_13579_,10.56µm
mantisaA[4],10.56µm
net1208,10.56µm
_00620_,10.54µm
_00877_,10.54µm
_02619_,10.54µm
_03470_,10.54µm
_03579_,10.54µm
_03706_,10.54µm
_04782_,10.54µm
_05315_,10.54µm
_06981_,10.54µm
_07111_,10.54µm
_08524_,10.54µm
_09419_,10.54µm
_10401_,10.54µm
_10495_,10.54µm
_10757_,10.54µm
_12351_,10.54µm
_14616_,10.54µm
net33,10.54µm
net334,10.54µm
_00318_,10.52µm
_02708_,10.52µm
_03009_,10.52µm
_12986_,10.52µm
_13622_,10.52µm
_14077_,10.52µm
_00680_,10.5µm
_01948_,10.5µm
_02031_,10.5µm
_02128_,10.5µm
_02506_,10.5µm
_02575_,10.5µm
_03140_,10.5µm
_05539_,10.5µm
_06807_,10.5µm
_07728_,10.5µm
_08357_,10.5µm
_10021_,10.5µm
_10946_,10.5µm
_11709_,10.5µm
_12097_,10.5µm
_12240_,10.5µm
_12467_,10.5µm
_12770_,10.5µm
_13828_,10.5µm
_14358_,10.5µm
_14361_,10.5µm
_14634_,10.5µm
net1232,10.5µm
_08067_,10.495µm
_02005_,10.48µm
_03033_,10.48µm
_08984_,10.48µm
_11808_,10.48µm
_13499_,10.48µm
_01685_,10.46µm
_03716_,10.46µm
_04997_,10.46µm
_05293_,10.46µm
_09583_,10.46µm
_10871_,10.46µm
_14131_,10.46µm
net223,10.46µm
net1186,10.46µm
_01102_,10.445µm
_14672_,10.445µm
_04556_,10.44µm
_04575_,10.44µm
_05352_,10.44µm
_12086_,10.44µm
_12110_,10.44µm
four_man\[21\],10.44µm
_02514_,10.42µm
_02933_,10.42µm
_05982_,10.42µm
_06491_,10.42µm
_07853_,10.42µm
_08432_,10.42µm
_08493_,10.42µm
_11080_,10.42µm
_11726_,10.42µm
_11831_,10.42µm
_11992_,10.42µm
_12531_,10.42µm
_03042_,10.415µm
_02067_,10.4µm
_05910_,10.4µm
_05943_,10.4µm
_06262_,10.4µm
_06883_,10.4µm
_08335_,10.4µm
_09011_,10.4µm
_11076_,10.4µm
_11082_,10.4µm
_12091_,10.4µm
_12293_,10.4µm
_12296_,10.4µm
_12929_,10.4µm
_14601_,10.4µm
_04677_,10.38µm
_08232_,10.38µm
_08517_,10.38µm
_09640_,10.38µm
_02267_,10.36µm
_04099_,10.36µm
_06328_,10.36µm
_06396_,10.36µm
_06401_,10.36µm
_10999_,10.36µm
_12234_,10.36µm
mantisaB0\[21\],10.36µm
net1043,10.36µm
_06380_,10.355µm
_04270_,10.35µm
_03694_,10.345µm
_11811_,10.34µm
expmiddleb\[2\],10.34µm
_04356_,10.32µm
_04773_,10.32µm
_04872_,10.32µm
_06064_,10.32µm
_06567_,10.32µm
_07226_,10.32µm
_10394_,10.32µm
_11241_,10.32µm
_11607_,10.32µm
_12533_,10.32µm
_12930_,10.32µm
_13106_,10.32µm
_13825_,10.32µm
_14075_,10.32µm
_00811_,10.3µm
_01360_,10.3µm
_04554_,10.3µm
_04910_,10.3µm
_07628_,10.3µm
_10579_,10.3µm
_11005_,10.3µm
_12330_,10.3µm
_13416_,10.3µm
_14605_,10.3µm
_08052_,10.285µm
_01592_,10.28µm
_02914_,10.28µm
_05881_,10.28µm
_09607_,10.28µm
_10220_,10.28µm
_12975_,10.28µm
_13019_,10.28µm
_14080_,10.28µm
_14173_,10.28µm
_12769_,10.27µm
_00167_,10.26µm
_00550_,10.26µm
_02028_,10.26µm
_02508_,10.26µm
_03107_,10.26µm
_08867_,10.26µm
_11164_,10.26µm
_11839_,10.26µm
_14577_,10.26µm
net50,10.26µm
net149,10.26µm
_00988_,10.24µm
_02373_,10.24µm
_02494_,10.24µm
_02729_,10.24µm
_03830_,10.24µm
_04176_,10.24µm
_06140_,10.24µm
_06822_,10.24µm
_07152_,10.24µm
_07789_,10.24µm
_08111_,10.24µm
_09690_,10.24µm
_10288_,10.24µm
_10415_,10.24µm
_11057_,10.24µm
_11840_,10.24µm
_12115_,10.24µm
_12404_,10.24µm
_12992_,10.24µm
_13112_,10.24µm
_00206_,10.225µm
_07031_,10.225µm
_00956_,10.22µm
_01365_,10.22µm
_13984_,10.22µm
_00289_,10.2µm
_00757_,10.2µm
_00793_,10.2µm
_03283_,10.2µm
_05115_,10.2µm
_07202_,10.2µm
_07483_,10.2µm
_08518_,10.2µm
_09915_,10.2µm
_10239_,10.2µm
_11271_,10.2µm
_11310_,10.2µm
_12689_,10.2µm
_12991_,10.195µm
_14524_,10.195µm
_02496_,10.18µm
_05630_,10.18µm
_06519_,10.18µm
_06749_,10.18µm
_09113_,10.18µm
_10238_,10.18µm
_10982_,10.18µm
_12360_,10.18µm
_12551_,10.18µm
_12598_,10.18µm
_14242_,10.18µm
_14535_,10.18µm
exp[4],10.17µm
_02045_,10.16µm
_02516_,10.16µm
_03133_,10.16µm
_03460_,10.16µm
_04458_,10.16µm
_05230_,10.16µm
_06752_,10.16µm
_08250_,10.16µm
_09084_,10.16µm
_10026_,10.16µm
_11089_,10.16µm
_11437_,10.16µm
_13672_,10.16µm
_13699_,10.16µm
_00128_,10.155µm
_04580_,10.14µm
_08736_,10.14µm
_06268_,10.12µm
_08688_,10.12µm
_10439_,10.12µm
_11258_,10.12µm
_11890_,10.12µm
_13277_,10.12µm
_13557_,10.12µm
_14062_,10.12µm
expa[6],10.11µm
_00797_,10.1µm
_07014_,10.1µm
_08785_,10.1µm
_09586_,10.1µm
mantisaB[19],10.1µm
net262,10.1µm
_00929_,10.08µm
_02256_,10.08µm
_02335_,10.08µm
_03539_,10.08µm
_04225_,10.08µm
_04311_,10.08µm
_05365_,10.08µm
_05453_,10.08µm
_05683_,10.08µm
_07608_,10.08µm
_08739_,10.08µm
_09636_,10.08µm
_00431_,10.06µm
_06504_,10.06µm
_10237_,10.06µm
_12512_,10.06µm
_13956_,10.06µm
_14310_,10.06µm
_14613_,10.06µm
_00581_,10.04µm
_00859_,10.04µm
_01205_,10.04µm
_02626_,10.04µm
_04823_,10.04µm
_04949_,10.04µm
_04955_,10.04µm
_05085_,10.04µm
_09752_,10.04µm
_11998_,10.04µm
_14684_,10.04µm
_14695_,10.04µm
_02126_,10.02µm
_10968_,10.02µm
_11888_,10.02µm
_02778_,10µm
_02832_,10µm
_07501_,10µm
_07968_,10µm
_08166_,10µm
_09079_,10µm
_09641_,10µm
_13942_,10µm
_01061_,9.98µm
_01763_,9.98µm
_08252_,9.98µm
_09365_,9.98µm
_13590_,9.98µm
_14208_,9.98µm
net1181,9.98µm
_00044_,9.965µm
_00761_,9.96µm
_00911_,9.96µm
_03029_,9.96µm
_04507_,9.96µm
_04988_,9.96µm
_05066_,9.96µm
_05550_,9.96µm
_05972_,9.96µm
_10411_,9.96µm
_12385_,9.96µm
_01247_,9.94µm
_01681_,9.94µm
_02314_,9.94µm
_03103_,9.94µm
_04052_,9.94µm
_11920_,9.94µm
_12526_,9.94µm
_12655_,9.94µm
_12832_,9.94µm
_13891_,9.94µm
mantisaB0\[20\],9.94µm
_13260_,9.93µm
_01314_,9.92µm
_02987_,9.92µm
_03148_,9.92µm
_06565_,9.92µm
_06859_,9.92µm
_06878_,9.92µm
_07941_,9.92µm
_09676_,9.92µm
_08417_,9.915µm
_13786_,9.91µm
_04693_,9.905µm
_02007_,9.9µm
_02176_,9.9µm
_02739_,9.9µm
_05987_,9.9µm
_09016_,9.9µm
_09672_,9.9µm
_14321_,9.89µm
_02836_,9.885µm
_08609_,9.88µm
_09490_,9.88µm
_09680_,9.88µm
_12789_,9.88µm
_02251_,9.86µm
_02400_,9.86µm
_03216_,9.86µm
_04344_,9.86µm
_04428_,9.86µm
_05121_,9.86µm
_05254_,9.86µm
_05729_,9.86µm
_06157_,9.86µm
_09454_,9.86µm
_10280_,9.86µm
_10428_,9.86µm
