net,length_um
_11233_,5.14µm
_11431_,5.14µm
_11588_,5.14µm
_11684_,5.14µm
_11742_,5.14µm
_12182_,5.14µm
_12311_,5.14µm
_12382_,5.14µm
_13056_,5.14µm
_13679_,5.14µm
_14060_,5.14µm
_14925_,5.14µm
_13569_,5.135µm
_00300_,5.12µm
_00334_,5.12µm
_01418_,5.12µm
_04485_,5.12µm
_06786_,5.12µm
_09366_,5.12µm
net22,5.12µm
_03969_,5.115µm
_12980_,5.11µm
_00704_,5.1µm
_05878_,5.1µm
_13699_,5.1µm
_14712_,5.1µm
_00251_,5.085µm
_14451_,5.07µm
exp[1],5.07µm
mantisaB[7],5.07µm
mantisa[12],5.07µm
mantisa[15],5.07µm
mantisa[4],5.07µm
_03100_,5.06µm
_03251_,5.06µm
_04579_,5.06µm
_05336_,5.06µm
_06253_,5.06µm
_06295_,5.06µm
_06946_,5.06µm
_08999_,5.06µm
_09630_,5.06µm
_11012_,5.06µm
_11715_,5.06µm
_12960_,5.06µm
_13796_,5.06µm
_14883_,5.06µm
_00054_,5.045µm
_00057_,5.045µm
_05106_,5.045µm
_02413_,5.04µm
_05277_,5.04µm
_05495_,5.04µm
_07731_,5.04µm
_08075_,5.04µm
_09167_,5.04µm
_09831_,5.04µm
_11867_,5.04µm
_13362_,5.04µm
_00433_,5.02µm
_00472_,5.02µm
_00831_,5.02µm
_00992_,5.02µm
_01171_,5.02µm
_01582_,5.02µm
_01785_,5.02µm
_01928_,5.02µm
_02195_,5.02µm
_03037_,5.02µm
_03088_,5.02µm
_03879_,5.02µm
_04001_,5.02µm
_04274_,5.02µm
_05346_,5.02µm
_06563_,5.02µm
_06726_,5.02µm
_07356_,5.02µm
_07653_,5.02µm
_08419_,5.02µm
_08611_,5.02µm
_08932_,5.02µm
_09718_,5.02µm
_11065_,5.02µm
_11858_,5.02µm
_11964_,5.02µm
_12263_,5.02µm
_12706_,5.02µm
_12764_,5.02µm
_12858_,5.02µm
_14193_,5.02µm
_14867_,5.02µm
net1080,5.02µm
_13832_,5.005µm
_00936_,5µm
_01900_,5µm
_02558_,5µm
_02768_,5µm
_06089_,5µm
_06722_,5µm
_07670_,5µm
_12133_,5µm
mantisaBshift\[3\],5µm
mantisaBshift\[9\],5µm
_01059_,4.965µm
mantisa[8],4.95µm
_00369_,4.94µm
_02003_,4.94µm
_03122_,4.94µm
_03375_,4.94µm
_04229_,4.94µm
_04398_,4.94µm
_04641_,4.94µm
_04852_,4.94µm
_06078_,4.94µm
_06393_,4.94µm
_07020_,4.94µm
_07094_,4.94µm
_07901_,4.94µm
_08438_,4.94µm
_08504_,4.94µm
_08899_,4.94µm
_09526_,4.94µm
_09628_,4.94µm
_10163_,4.94µm
_10848_,4.94µm
_11127_,4.94µm
_13267_,4.94µm
_01144_,4.92µm
_01282_,4.92µm
_01435_,4.92µm
_01438_,4.92µm
_01734_,4.92µm
_01767_,4.92µm
_02767_,4.92µm
_02809_,4.92µm
_02868_,4.92µm
_03074_,4.92µm
_03807_,4.92µm
_03816_,4.92µm
_03953_,4.92µm
_04255_,4.92µm
_04484_,4.92µm
_04565_,4.92µm
_04904_,4.92µm
_04964_,4.92µm
_05154_,4.92µm
_05609_,4.92µm
_05820_,4.92µm
_05856_,4.92µm
_06170_,4.92µm
_06207_,4.92µm
_06208_,4.92µm
_07030_,4.92µm
_07366_,4.92µm
_07425_,4.92µm
_07774_,4.92µm
_07821_,4.92µm
_08095_,4.92µm
_08171_,4.92µm
_08200_,4.92µm
_08919_,4.92µm
_08975_,4.92µm
_09185_,4.92µm
_09189_,4.92µm
_09875_,4.92µm
_10698_,4.92µm
_11134_,4.92µm
_11169_,4.92µm
_11693_,4.92µm
_11823_,4.92µm
_12503_,4.92µm
_12617_,4.92µm
_12677_,4.92µm
_12971_,4.92µm
_12981_,4.92µm
_13315_,4.92µm
_13880_,4.92µm
_14123_,4.92µm
_14427_,4.92µm
_14650_,4.92µm
_14746_,4.92µm
_14895_,4.92µm
expmiddlea\[5\],4.92µm
net290,4.92µm
net939,4.92µm
_00761_,4.9µm
_00770_,4.9µm
_01624_,4.9µm
_01834_,4.9µm
_05196_,4.9µm
_06853_,4.9µm
_07062_,4.9µm
_08423_,4.9µm
_10760_,4.9µm
_11557_,4.9µm
_13772_,4.9µm
_13938_,4.9µm
_14288_,4.9µm
_14659_,4.9µm
_00017_,4.885µm
_12497_,4.885µm
_00164_,4.88µm
_00206_,4.88µm
_00688_,4.88µm
_01381_,4.88µm
_01415_,4.88µm
_01744_,4.88µm
_02145_,4.88µm
_02373_,4.88µm
_02492_,4.88µm
_02714_,4.88µm
_03553_,4.88µm
_03615_,4.88µm
_03847_,4.88µm
_03917_,4.88µm
_03973_,4.88µm
_04043_,4.88µm
_04282_,4.88µm
_04452_,4.88µm
_04661_,4.88µm
_04931_,4.88µm
_05171_,4.88µm
_05184_,4.88µm
_05282_,4.88µm
_05527_,4.88µm
_05917_,4.88µm
_05998_,4.88µm
_06320_,4.88µm
_06388_,4.88µm
_06508_,4.88µm
_07197_,4.88µm
_07443_,4.88µm
_07997_,4.88µm
_08345_,4.88µm
_08918_,4.88µm
_08948_,4.88µm
_09298_,4.88µm
_09554_,4.88µm
_09581_,4.88µm
_09807_,4.88µm
_09916_,4.88µm
_09922_,4.88µm
_09985_,4.88µm
_10204_,4.88µm
_10222_,4.88µm
_10464_,4.88µm
_10722_,4.88µm
_10856_,4.88µm
_11517_,4.88µm
_11679_,4.88µm
_12140_,4.88µm
_12227_,4.88µm
_12516_,4.88µm
_12841_,4.88µm
_13435_,4.88µm
_13646_,4.88µm
_13886_,4.88µm
_14489_,4.88µm
net313,4.88µm
net951,4.88µm
net968,4.88µm
net976,4.88µm
net1030,4.88µm
net1122,4.88µm
_02379_,4.86µm
_05907_,4.85µm
expa[6],4.85µm
_00112_,4.845µm
_00118_,4.845µm
_00182_,4.845µm
_00217_,4.845µm
_06830_,4.835µm
_05789_,4.83µm
expa[3],4.83µm
expb[1],4.83µm
expb[3],4.83µm
mantisaA[18],4.83µm
mantisaB[4],4.83µm
_03565_,4.82µm
_05502_,4.82µm
_06399_,4.82µm
_06532_,4.82µm
_07382_,4.82µm
_07514_,4.82µm
_08208_,4.82µm
_08712_,4.82µm
_09018_,4.82µm
_09490_,4.82µm
_09634_,4.82µm
_11887_,4.82µm
_12408_,4.82µm
_12481_,4.82µm
_12965_,4.82µm
net81,4.82µm
net159,4.82µm
_00367_,4.8µm
_01023_,4.8µm
_01154_,4.8µm
_01272_,4.8µm
_01668_,4.8µm
_01796_,4.8µm
_01832_,4.8µm
_01890_,4.8µm
_01915_,4.8µm
_02070_,4.8µm
_02306_,4.8µm
_02420_,4.8µm
_04481_,4.8µm
_04595_,4.8µm
_04604_,4.8µm
_05851_,4.8µm
_05872_,4.8µm
_06054_,4.8µm
_06418_,4.8µm
_06471_,4.8µm
_06644_,4.8µm
_06704_,4.8µm
_06839_,4.8µm
_07026_,4.8µm
_07244_,4.8µm
_07272_,4.8µm
_07283_,4.8µm
_07638_,4.8µm
_08086_,4.8µm
_08212_,4.8µm
_08271_,4.8µm
_08448_,4.8µm
_08946_,4.8µm
_08953_,4.8µm
_09045_,4.8µm
_09709_,4.8µm
_09832_,4.8µm
_09860_,4.8µm
_10327_,4.8µm
_10329_,4.8µm
_10347_,4.8µm
_10432_,4.8µm
_10791_,4.8µm
_10939_,4.8µm
_11100_,4.8µm
_11297_,4.8µm
_11300_,4.8µm
_11447_,4.8µm
_11496_,4.8µm
_11723_,4.8µm
_11926_,4.8µm
_11928_,4.8µm
_11944_,4.8µm
_12238_,4.8µm
_12312_,4.8µm
_12510_,4.8µm
_12525_,4.8µm
_12663_,4.8µm
_12904_,4.8µm
_13359_,4.8µm
_13640_,4.8µm
_13921_,4.8µm
_13925_,4.8µm
_14042_,4.8µm
_14968_,4.8µm
_15036_,4.8µm
net48,4.8µm
net1106,4.8µm
_14931_,4.79µm
_00636_,4.78µm
_08550_,4.78µm
_08861_,4.78µm
_10924_,4.78µm
_13013_,4.78µm
_13144_,4.78µm
_01117_,4.76µm
_02347_,4.76µm
_02596_,4.76µm
_02777_,4.76µm
_03155_,4.76µm
_04191_,4.76µm
_04443_,4.76µm
_04887_,4.76µm
_05161_,4.76µm
_05173_,4.76µm
_05229_,4.76µm
_05491_,4.76µm
_05960_,4.76µm
_06276_,4.76µm
_06554_,4.76µm
_07345_,4.76µm
_07474_,4.76µm
_07607_,4.76µm
_07866_,4.76µm
_07875_,4.76µm
_09262_,4.76µm
_11552_,4.76µm
_12233_,4.76µm
_12237_,4.76µm
net92,4.76µm
net182,4.76µm
_02368_,4.71µm
_00490_,4.7µm
_00781_,4.7µm
_02827_,4.7µm
_03249_,4.7µm
_03561_,4.7µm
_03962_,4.7µm
_04365_,4.7µm
_06529_,4.7µm
_07373_,4.7µm
_10874_,4.7µm
_11079_,4.7µm
_11549_,4.7µm
_12259_,4.7µm
_14182_,4.7µm
_14525_,4.7µm
net1180,4.7µm
_00849_,4.68µm
_00932_,4.68µm
_01129_,4.68µm
_01795_,4.68µm
_01953_,4.68µm
_02320_,4.68µm
_02839_,4.68µm
_02964_,4.68µm
_03738_,4.68µm
_04204_,4.68µm
_04322_,4.68µm
_04687_,4.68µm
_05042_,4.68µm
_05694_,4.68µm
_06453_,4.68µm
_07037_,4.68µm
_08233_,4.68µm
_08306_,4.68µm
_09118_,4.68µm
_09752_,4.68µm
_09848_,4.68µm
_09932_,4.68µm
_10757_,4.68µm
_10841_,4.68µm
_11056_,4.68µm
_11211_,4.68µm
_11229_,4.68µm
_12093_,4.68µm
_13478_,4.68µm
_14203_,4.68µm
_14218_,4.68µm
_14257_,4.68µm
_14864_,4.68µm
_14934_,4.68µm
_14984_,4.68µm
net1102,4.68µm
_11856_,4.67µm
_05892_,4.66µm
_06239_,4.66µm
_08210_,4.66µm
_08281_,4.66µm
_09500_,4.66µm
_09754_,4.66µm
_13386_,4.66µm
_13508_,4.66µm
_11408_,4.61µm
exp[7],4.61µm
mantisa[14],4.61µm
mantisa[5],4.61µm
_01311_,4.6µm
_02913_,4.6µm
_03014_,4.6µm
_04651_,4.6µm
_05312_,4.6µm
_05561_,4.6µm
_06020_,4.6µm
_08612_,4.6µm
_09975_,4.6µm
_09977_,4.6µm
_11293_,4.6µm
_12821_,4.6µm
_13102_,4.6µm
_13781_,4.6µm
_06920_,4.59µm
_07110_,4.59µm
_08149_,4.59µm
_00090_,4.585µm
_00111_,4.585µm
_00119_,4.585µm
_04836_,4.585µm
net1130,4.585µm
_01233_,4.58µm
_02290_,4.58µm
_04224_,4.58µm
_07760_,4.58µm
_09081_,4.58µm
_13401_,4.58µm
_14921_,4.58µm
net1140,4.58µm
_01864_,4.56µm
_01880_,4.56µm
_02150_,4.56µm
_03121_,4.56µm
_03531_,4.56µm
_03976_,4.56µm
_04034_,4.56µm
_04530_,4.56µm
_04757_,4.56µm
_05252_,4.56µm
_07045_,4.56µm
_07113_,4.56µm
_07728_,4.56µm
_08320_,4.56µm
_08356_,4.56µm
_08674_,4.56µm
_09190_,4.56µm
_10188_,4.56µm
_10376_,4.56µm
_10418_,4.56µm
_11535_,4.56µm
_12895_,4.56µm
_13175_,4.56µm
_13274_,4.56µm
_13296_,4.56µm
_13897_,4.56µm
_14026_,4.56µm
_14251_,4.56µm
_14519_,4.56µm
_00045_,4.555µm
_04075_,4.54µm
_04748_,4.54µm
_05128_,4.54µm
_06037_,4.54µm
_06128_,4.54µm
_06604_,4.54µm
_08492_,4.54µm
_10283_,4.54µm
_10679_,4.54µm
_13914_,4.54µm
_13974_,4.54µm
_14080_,4.54µm
_14484_,4.54µm
expa[2],4.49µm
_00629_,4.48µm
_00891_,4.48µm
_01083_,4.48µm
_01135_,4.48µm
_01362_,4.48µm
_01511_,4.48µm
_02734_,4.48µm
_04318_,4.48µm
_04397_,4.48µm
_04566_,4.48µm
_05232_,4.48µm
_05509_,4.48µm
_05633_,4.48µm
_05709_,4.48µm
_05926_,4.48µm
_06044_,4.48µm
_06070_,4.48µm
_06548_,4.48µm
_06635_,4.48µm
_07044_,4.48µm
_07157_,4.48µm
_07174_,4.48µm
_07332_,4.48µm
_07521_,4.48µm
_07809_,4.48µm
_07823_,4.48µm
_07833_,4.48µm
_08029_,4.48µm
_09530_,4.48µm
_09665_,4.48µm
_09740_,4.48µm
_10655_,4.48µm
_11564_,4.48µm
_11811_,4.48µm
_12419_,4.48µm
_13336_,4.48µm
_13598_,4.48µm
_13958_,4.48µm
_14404_,4.48µm
_14717_,4.48µm
_15028_,4.48µm
_00520_,4.46µm
_00554_,4.46µm
_00607_,4.46µm
_00762_,4.46µm
_00859_,4.46µm
_00959_,4.46µm
_01155_,4.46µm
_01691_,4.46µm
_02547_,4.46µm
_03076_,4.46µm
_03837_,4.46µm
_03838_,4.46µm
_03910_,4.46µm
_04854_,4.46µm
_04937_,4.46µm
_05034_,4.46µm
_05444_,4.46µm
_05875_,4.46µm
_06405_,4.46µm
_06519_,4.46µm
_06576_,4.46µm
_06681_,4.46µm
_07565_,4.46µm
_07587_,4.46µm
_07597_,4.46µm
_08161_,4.46µm
_08163_,4.46µm
_08304_,4.46µm
_08710_,4.46µm
_09015_,4.46µm
_09973_,4.46µm
_10104_,4.46µm
_10597_,4.46µm
_10907_,4.46µm
_10999_,4.46µm
_11025_,4.46µm
_11182_,4.46µm
_11230_,4.46µm
_11324_,4.46µm
_11498_,4.46µm
_11746_,4.46µm
_11995_,4.46µm
_12372_,4.46µm
_12850_,4.46µm
_13321_,4.46µm
_13608_,4.46µm
_13731_,4.46µm
_13985_,4.46µm
_14343_,4.46µm
_14509_,4.46µm
_14971_,4.46µm
_15123_,4.46µm
expmiddlea\[6\],4.46µm
four_man\[24\],4.46µm
mantisaB0\[7\],4.46µm
_01911_,4.44µm
_05824_,4.44µm
_06475_,4.44µm
_07576_,4.44µm
_08461_,4.44µm
_08582_,4.44µm
_11304_,4.44µm
_12065_,4.44µm
_13204_,4.44µm
_13686_,4.44µm
expadd\[7\],4.44µm
_00010_,4.425µm
_00247_,4.425µm
_00069_,4.42µm
_00073_,4.42µm
_00273_,4.42µm
_01465_,4.42µm
_01909_,4.42µm
_02065_,4.42µm
_03224_,4.42µm
_03764_,4.42µm
_04076_,4.42µm
_04108_,4.42µm
_04299_,4.42µm
_04486_,4.42µm
_04517_,4.42µm
_04967_,4.42µm
_05798_,4.42µm
_05989_,4.42µm
_06331_,4.42µm
_06433_,4.42µm
_06618_,4.42µm
_06742_,4.42µm
_06881_,4.42µm
_06934_,4.42µm
_07507_,4.42µm
_07577_,4.42µm
_08847_,4.42µm
_09077_,4.42µm
_09619_,4.42µm
_10259_,4.42µm
_10289_,4.42µm
_10414_,4.42µm
_11094_,4.42µm
_11121_,4.42µm
_12252_,4.42µm
_12609_,4.42µm
_12621_,4.42µm
_12832_,4.42µm
_13544_,4.42µm
_13965_,4.42µm
_14452_,4.42µm
_14569_,4.42µm
mantisaBshift\[12\],4.42µm
net76,4.42µm
net336,4.42µm
exp[0],4.39µm
mantisa[16],4.39µm
_00172_,4.385µm
net1088,4.385µm
_10875_,4.375µm
_11878_,4.375µm
_02885_,4.37µm
_01034_,4.36µm
_01661_,4.36µm
_02975_,4.36µm
_03871_,4.36µm
_04516_,4.36µm
_05262_,4.36µm
_05275_,4.36µm
_05659_,4.36µm
_06084_,4.36µm
_06179_,4.36µm
_06255_,4.36µm
_07351_,4.36µm
_07648_,4.36µm
_07668_,4.36µm
_07966_,4.36µm
_08289_,4.36µm
_08842_,4.36µm
_10532_,4.36µm
_10673_,4.36µm
_11635_,4.36µm
_12391_,4.36µm
_13048_,4.36µm
_13176_,4.36µm
_13431_,4.36µm
_13460_,4.36µm
_13597_,4.36µm
_14050_,4.36µm
_14062_,4.36µm
_14139_,4.36µm
_14530_,4.36µm
_14640_,4.36µm
_14649_,4.36µm
_00668_,4.34µm
_00698_,4.34µm
_00889_,4.34µm
_01048_,4.34µm
_01100_,4.34µm
_01111_,4.34µm
_01368_,4.34µm
_01536_,4.34µm
_01606_,4.34µm
_01820_,4.34µm
_01902_,4.34µm
_01995_,4.34µm
_02573_,4.34µm
_02601_,4.34µm
_02654_,4.34µm
_02707_,4.34µm
_02922_,4.34µm
_05241_,4.34µm
_05684_,4.34µm
_05776_,4.34µm
_06194_,4.34µm
_06307_,4.34µm
_06469_,4.34µm
_06641_,4.34µm
_06717_,4.34µm
_06831_,4.34µm
_07054_,4.34µm
_07258_,4.34µm
_07479_,4.34µm
_07510_,4.34µm
_07519_,4.34µm
_07649_,4.34µm
_07848_,4.34µm
_08352_,4.34µm
_08647_,4.34µm
_09375_,4.34µm
_09432_,4.34µm
_09496_,4.34µm
_09694_,4.34µm
_09896_,4.34µm
_10246_,4.34µm
_10304_,4.34µm
_10313_,4.34µm
_10389_,4.34µm
_10564_,4.34µm
_11112_,4.34µm
_11298_,4.34µm
_11312_,4.34µm
_11668_,4.34µm
_11737_,4.34µm
_11907_,4.34µm
_12001_,4.34µm
_12699_,4.34µm
_13037_,4.34µm
_13115_,4.34µm
_13152_,4.34µm
_13466_,4.34µm
_13540_,4.34µm
_13551_,4.34µm
_13653_,4.34µm
_14420_,4.34µm
_14485_,4.34µm
_14695_,4.34µm
_14774_,4.34µm
mantisaB0\[1\],4.34µm
mantisaBshift\[19\],4.34µm
_01572_,4.32µm
_05242_,4.32µm
_05459_,4.32µm
_08831_,4.32µm
_10989_,4.32µm
_13333_,4.32µm
_01538_,4.3µm
_03824_,4.28µm
_00141_,4.265µm
_00229_,4.265µm
_00978_,4.24µm
_02157_,4.24µm
_06087_,4.24µm
_08401_,4.24µm
_09895_,4.24µm
_10604_,4.24µm
_12172_,4.24µm
_12186_,4.24µm
_14655_,4.24µm
net1119,4.24µm
_11655_,4.235µm
_01262_,4.22µm
_01289_,4.22µm
_02089_,4.22µm
_02466_,4.22µm
_02570_,4.22µm
_03878_,4.22µm
_04214_,4.22µm
_04696_,4.22µm
_05031_,4.22µm
_05075_,4.22µm
_05268_,4.22µm
_05326_,4.22µm
_05558_,4.22µm
_05762_,4.22µm
_06599_,4.22µm
_06771_,4.22µm
_06778_,4.22µm
_07910_,4.22µm
_08124_,4.22µm
_08251_,4.22µm
_08554_,4.22µm
_09107_,4.22µm
_09293_,4.22µm
_09468_,4.22µm
_10454_,4.22µm
_10543_,4.22µm
_11738_,4.22µm
_11754_,4.22µm
_13168_,4.22µm
_15043_,4.22µm
_02035_,4.205µm
_00763_,4.2µm
_05004_,4.2µm
_05060_,4.2µm
_05645_,4.2µm
_06378_,4.2µm
_07475_,4.2µm
_07858_,4.2µm
_09441_,4.2µm
_09702_,4.2µm
_10449_,4.2µm
_14355_,4.2µm
net1215,4.2µm
_00120_,4.165µm
_01737_,4.14µm
_04124_,4.14µm
_04316_,4.14µm
_04618_,4.14µm
_05256_,4.14µm
_05943_,4.14µm
_07155_,4.14µm
_08627_,4.14µm
_08707_,4.14µm
_09566_,4.14µm
_09701_,4.14µm
_10274_,4.14µm
_10365_,4.14µm
_10531_,4.14µm
_12367_,4.14µm
_12672_,4.14µm
_13370_,4.14µm
_13476_,4.14µm
_14594_,4.14µm
_14647_,4.14µm
_14749_,4.14µm
net982,4.14µm
net1203,4.14µm
_02101_,4.12µm
_03916_,4.12µm
_05021_,4.12µm
_05752_,4.12µm
_06545_,4.12µm
_08526_,4.12µm
_09615_,4.12µm
net1202,4.12µm
_06200_,4.11µm
_10168_,4.105µm
_01329_,4.1µm
_02988_,4.1µm
_04243_,4.1µm
_05669_,4.1µm
_05921_,4.1µm
_06000_,4.1µm
_07423_,4.1µm
_08043_,4.1µm
_12422_,4.1µm
_14262_,4.1µm
_14797_,4.1µm
_05522_,4.08µm
_08678_,4.08µm
_10166_,4.08µm
_13252_,4.08µm
_14482_,4.08µm
_05660_,4.045µm
_12474_,4.045µm
_11587_,4.04µm
_10146_,4.03µm
_00236_,4.02µm
_00362_,4.02µm
_01716_,4.02µm
_01814_,4.02µm
_03529_,4.02µm
_03605_,4.02µm
_03736_,4.02µm
_04405_,4.02µm
_05814_,4.02µm
_05973_,4.02µm
_06173_,4.02µm
_06535_,4.02µm
_06991_,4.02µm
_07131_,4.02µm
_07893_,4.02µm
_08353_,4.02µm
_09141_,4.02µm
_09541_,4.02µm
_10524_,4.02µm
_11307_,4.02µm
_11326_,4.02µm
_11893_,4.02µm
_12421_,4.02µm
_12955_,4.02µm
_13261_,4.02µm
_14396_,4.02µm
_14409_,4.02µm
_00080_,4µm
_00138_,4µm
_00163_,4µm
_00192_,4µm
_00400_,4µm
_01132_,4µm
_01275_,4µm
_01430_,4µm
_01547_,4µm
_01678_,4µm
_01690_,4µm
_01705_,4µm
_01801_,4µm
_02141_,4µm
_02509_,4µm
_02559_,4µm
_02970_,4µm
_02986_,4µm
_03054_,4µm
_03086_,4µm
_03527_,4µm
_03840_,4µm
_04219_,4µm
_04273_,4µm
_04621_,4µm
_04781_,4µm
_04834_,4µm
_04999_,4µm
_05428_,4µm
_05822_,4µm
_06002_,4µm
_06097_,4µm
_06269_,4µm
_07397_,4µm
_07838_,4µm
_07844_,4µm
_07949_,4µm
_07981_,4µm
_08789_,4µm
_08863_,4µm
_09048_,4µm
_09136_,4µm
_09155_,4µm
_09611_,4µm
_09714_,4µm
_09899_,4µm
_09956_,4µm
_10018_,4µm
_10110_,4µm
_10124_,4µm
_10716_,4µm
_11060_,4µm
_11188_,4µm
_11270_,4µm
_11559_,4µm
_11700_,4µm
_11956_,4µm
_12108_,4µm
_12505_,4µm
_12514_,4µm
_13083_,4µm
_13281_,4µm
_13454_,4µm
_13581_,4µm
_13773_,4µm
_13873_,4µm
_14095_,4µm
_14238_,4µm
_14497_,4µm
_14629_,4µm
_14780_,4µm
_15110_,4µm
mantisaA0\[17\],4µm
mantisaA0\[18\],4µm
mantisaB0\[16\],4µm
signA2,4µm
net292,4µm
net1217,4µm
_00465_,3.98µm
_00590_,3.98µm
_01761_,3.98µm
_03216_,3.98µm
_03957_,3.98µm
_04139_,3.98µm
_05074_,3.98µm
_06423_,3.98µm
_06971_,3.98µm
_07488_,3.98µm
_09668_,3.98µm
_09978_,3.98µm
_10426_,3.98µm
_10899_,3.98µm
_11327_,3.98µm
_14559_,3.98µm
_00239_,3.965µm
_08901_,3.965µm
_07621_,3.96µm
_11122_,3.94µm
exp[2],3.93µm
exp[5],3.93µm
mantisa[0],3.93µm
_00024_,3.925µm
_00027_,3.925µm
_00039_,3.925µm
_00137_,3.925µm
_00177_,3.925µm
_00931_,3.91µm
_02416_,3.905µm
_00169_,3.9µm
_02205_,3.9µm
_02843_,3.9µm
_03407_,3.9µm
_05670_,3.9µm
_06001_,3.9µm
_10024_,3.9µm
_10491_,3.9µm
_11332_,3.9µm
_12914_,3.9µm
_12986_,3.9µm
_13633_,3.9µm
_11580_,3.895µm
_00612_,3.88µm
_01394_,3.88µm
_01436_,3.88µm
_01714_,3.88µm
_01805_,3.88µm
_01866_,3.88µm
_01918_,3.88µm
_02386_,3.88µm
_02757_,3.88µm
_02764_,3.88µm
_02993_,3.88µm
_03148_,3.88µm
_03799_,3.88µm
_03806_,3.88µm
_03893_,3.88µm
_04110_,3.88µm
_04373_,3.88µm
_04508_,3.88µm
_04535_,3.88µm
_04660_,3.88µm
_04698_,3.88µm
_05307_,3.88µm
_05313_,3.88µm
_05626_,3.88µm
_05733_,3.88µm
_05871_,3.88µm
_05952_,3.88µm
_05955_,3.88µm
_06338_,3.88µm
_06500_,3.88µm
_06528_,3.88µm
_06863_,3.88µm
_06927_,3.88µm
_06933_,3.88µm
_06985_,3.88µm
_07081_,3.88µm
_07429_,3.88µm
_07654_,3.88µm
_07683_,3.88µm
_07756_,3.88µm
_08129_,3.88µm
_08137_,3.88µm
_08231_,3.88µm
_08544_,3.88µm
_08666_,3.88µm
_08752_,3.88µm
_08766_,3.88µm
_09196_,3.88µm
_09336_,3.88µm
_09398_,3.88µm
_09477_,3.88µm
_09519_,3.88µm
_09642_,3.88µm
_09674_,3.88µm
_09851_,3.88µm
_10479_,3.88µm
_10617_,3.88µm
_10833_,3.88µm
_10931_,3.88µm
_11634_,3.88µm
_11868_,3.88µm
_12113_,3.88µm
_12587_,3.88µm
_12766_,3.88µm
_12787_,3.88µm
_12933_,3.88µm
_13050_,3.88µm
_13618_,3.88µm
_13834_,3.88µm
_13979_,3.88µm
_14003_,3.88µm
_14056_,3.88µm
_14188_,3.88µm
_14345_,3.88µm
_14474_,3.88µm
_14770_,3.88µm
_14835_,3.88µm
_14935_,3.88µm
_15089_,3.88µm
_15103_,3.88µm
net72,3.88µm
_00397_,3.86µm
_03406_,3.86µm
_10330_,3.86µm
_11141_,3.86µm
_00026_,3.855µm
_14185_,3.84µm
expb[2],3.81µm
mantisaA[17],3.81µm
_05869_,3.805µm
_03227_,3.785µm
_00029_,3.78µm
_00033_,3.78µm
_00068_,3.78µm
_00243_,3.78µm
_03970_,3.78µm
_05719_,3.78µm
_06254_,3.78µm
_07448_,3.78µm
_07983_,3.78µm
_08318_,3.78µm
_08408_,3.78µm
_08962_,3.78µm
_11029_,3.78µm
_11380_,3.78µm
_11581_,3.78µm
_11796_,3.78µm
_12794_,3.78µm
_12970_,3.78µm
_00283_,3.76µm
_00285_,3.76µm
_00569_,3.76µm
_00768_,3.76µm
_00876_,3.76µm
_01036_,3.76µm
_01766_,3.76µm
_02485_,3.76µm
_02616_,3.76µm
_03428_,3.76µm
_04233_,3.76µm
_04364_,3.76µm
_04400_,3.76µm
_05051_,3.76µm
_05324_,3.76µm
_05493_,3.76µm
_05699_,3.76µm
_06215_,3.76µm
_06503_,3.76µm
_06614_,3.76µm
_06952_,3.76µm
_07038_,3.76µm
_07410_,3.76µm
_07856_,3.76µm
_08053_,3.76µm
_09019_,3.76µm
_09255_,3.76µm
_10006_,3.76µm
_11432_,3.76µm
_11748_,3.76µm
_11773_,3.76µm
_12042_,3.76µm
_14597_,3.76µm
_02252_,3.74µm
_02295_,3.74µm
_02703_,3.74µm
_03613_,3.74µm
_06260_,3.74µm
net1137,3.74µm
_14116_,3.72µm
_00145_,3.705µm
_00682_,3.68µm
_00897_,3.68µm
_01110_,3.68µm
_01426_,3.68µm
_02000_,3.68µm
_03018_,3.68µm
_04895_,3.68µm
_05162_,3.68µm
_05467_,3.68µm
_06259_,3.68µm
_06721_,3.68µm
_07179_,3.68µm
_07363_,3.68µm
_07642_,3.68µm
_07859_,3.68µm
_08262_,3.68µm
_08553_,3.68µm
_09553_,3.68µm
_09558_,3.68µm
_09639_,3.68µm
_09845_,3.68µm
_11041_,3.68µm
_11363_,3.68µm
_11503_,3.68µm
_13455_,3.68µm
_13515_,3.68µm
_13823_,3.68µm
_14487_,3.68µm
_14551_,3.68µm
_14776_,3.68µm
_14816_,3.68µm
_14876_,3.68µm
_14878_,3.68µm
net1115,3.68µm
_05852_,3.66µm
_06235_,3.66µm
_07646_,3.66µm
_09218_,3.66µm
_09777_,3.66µm
_10173_,3.66µm
_10606_,3.66µm
_12194_,3.66µm
net1212,3.66µm
_01053_,3.64µm
_02223_,3.64µm
_05126_,3.64µm
_05596_,3.64µm
_06256_,3.64µm
_06466_,3.64µm
_06804_,3.64µm
_09399_,3.64µm
_10221_,3.64µm
_10678_,3.64µm
_11055_,3.64µm
_11194_,3.64µm
_11260_,3.64µm
_11533_,3.64µm
_11690_,3.64µm
_13396_,3.6µm
_11774_,3.59µm
_11090_,3.585µm
_09536_,3.57µm
_06197_,3.565µm
_09168_,3.565µm
_00167_,3.56µm
_00168_,3.56µm
_00312_,3.56µm
_00912_,3.56µm
_01014_,3.56µm
_01123_,3.56µm
_01629_,3.56µm
_02247_,3.56µm
_02944_,3.56µm
_02966_,3.56µm
