net,length_um
_13449_,25.48µm
_07812_,25.47µm
_00606_,25.46µm
_06486_,25.46µm
_07625_,25.46µm
_13180_,25.46µm
_01125_,25.44µm
_10417_,25.44µm
_14444_,25.43µm
_01638_,25.42µm
_05567_,25.42µm
_03212_,25.4µm
_06531_,25.4µm
_10213_,25.4µm
_13250_,25.4µm
_10768_,25.395µm
_11844_,25.395µm
_00441_,25.38µm
_03991_,25.38µm
_05388_,25.38µm
_06723_,25.38µm
_08148_,25.36µm
_08578_,25.36µm
_02837_,25.34µm
_00783_,25.32µm
_07522_,25.32µm
_08915_,25.32µm
_10460_,25.32µm
_10646_,25.32µm
_13268_,25.32µm
_00813_,25.3µm
_03371_,25.3µm
_04198_,25.3µm
_05013_,25.3µm
_05379_,25.3µm
_12682_,25.3µm
_04861_,25.28µm
_04444_,25.26µm
_11143_,25.26µm
_03437_,25.22µm
_07427_,25.22µm
_04041_,25.2µm
_10381_,25.19µm
_02215_,25.18µm
_06249_,25.18µm
_06807_,25.18µm
_06862_,25.18µm
_07554_,25.18µm
_11978_,25.18µm
_09154_,25.16µm
_08459_,25.14µm
_11853_,25.14µm
_14085_,25.14µm
_14631_,25.14µm
_14722_,25.14µm
_05573_,25.135µm
_08301_,25.12µm
_11507_,25.09µm
_01469_,25.08µm
_02648_,25.08µm
_07897_,25.08µm
_09095_,25.08µm
_03473_,25.06µm
_04593_,25.04µm
_09518_,25.04µm
_12686_,25.04µm
_01327_,25.02µm
_03705_,25.02µm
_04806_,25.02µm
_12754_,25.02µm
_13596_,25.02µm
_09853_,25µm
_04800_,24.98µm
_06667_,24.98µm
_02303_,24.96µm
_07236_,24.95µm
_13086_,24.94µm
_14982_,24.94µm
_04620_,24.92µm
_07242_,24.91µm
_00757_,24.9µm
_02513_,24.9µm
_08997_,24.9µm
_10287_,24.9µm
_10996_,24.9µm
net1053,24.9µm
_02241_,24.885µm
_03634_,24.88µm
_03735_,24.88µm
_04850_,24.88µm
_07707_,24.88µm
_09911_,24.88µm
_11543_,24.88µm
_13162_,24.88µm
_14198_,24.88µm
_03214_,24.86µm
_03925_,24.86µm
_06315_,24.86µm
_09093_,24.86µm
_03956_,24.84µm
_04863_,24.84µm
_04888_,24.84µm
_08126_,24.84µm
_11493_,24.84µm
_00808_,24.82µm
_03800_,24.82µm
_12988_,24.82µm
_14911_,24.82µm
net2,24.81µm
_02512_,24.8µm
_06611_,24.8µm
_08085_,24.8µm
_09655_,24.8µm
_05397_,24.78µm
_13256_,24.78µm
_02225_,24.76µm
_02230_,24.76µm
_12117_,24.76µm
_04907_,24.74µm
_13668_,24.74µm
_04098_,24.72µm
_04287_,24.72µm
_10762_,24.72µm
_15101_,24.72µm
_07685_,24.7µm
_13229_,24.7µm
_05284_,24.68µm
_08162_,24.68µm
_14615_,24.68µm
_14111_,24.66µm
_13291_,24.65µm
_00431_,24.64µm
_05740_,24.64µm
_04596_,24.62µm
_13146_,24.62µm
_00752_,24.6µm
_06809_,24.6µm
_12119_,24.6µm
_03993_,24.58µm
_07884_,24.58µm
_07912_,24.58µm
_13980_,24.58µm
net18,24.58µm
_05006_,24.56µm
_08364_,24.56µm
net462,24.56µm
_10530_,24.555µm
_09192_,24.55µm
_02862_,24.54µm
_04259_,24.54µm
_11761_,24.54µm
_00498_,24.52µm
_09781_,24.52µm
_05137_,24.5µm
_07993_,24.5µm
_14668_,24.5µm
_03052_,24.48µm
_01248_,24.465µm
_01437_,24.46µm
_04807_,24.46µm
_06998_,24.46µm
_14015_,24.46µm
_03938_,24.455µm
_12301_,24.45µm
_02289_,24.44µm
_02711_,24.44µm
_09162_,24.44µm
_14630_,24.44µm
_13080_,24.435µm
_00336_,24.42µm
_03270_,24.42µm
_05823_,24.41µm
_06490_,24.41µm
_05543_,24.4µm
_00640_,24.38µm
_04782_,24.38µm
_06341_,24.38µm
_09729_,24.38µm
_11387_,24.38µm
net1190,24.38µm
_13783_,24.365µm
_01261_,24.36µm
_13650_,24.36µm
_00284_,24.34µm
_00444_,24.34µm
_00616_,24.34µm
_01357_,24.34µm
_01506_,24.34µm
_04178_,24.34µm
mantisaresult\[63\],24.34µm
_06697_,24.32µm
_07547_,24.32µm
_08360_,24.32µm
_08581_,24.32µm
_10019_,24.32µm
_10734_,24.32µm
_14258_,24.32µm
_14505_,24.32µm
_04548_,24.315µm
_04306_,24.31µm
_01590_,24.3µm
_01774_,24.3µm
_08282_,24.3µm
_10993_,24.3µm
_14037_,24.3µm
clknet_leaf_4_clk,24.3µm
_12836_,24.28µm
_13155_,24.28µm
_02062_,24.26µm
_11469_,24.26µm
_11784_,24.26µm
_13775_,24.26µm
_05188_,24.25µm
_01273_,24.24µm
_04470_,24.24µm
_04929_,24.24µm
_07739_,24.24µm
net1031,24.24µm
_10318_,24.22µm
_06261_,24.2µm
_06366_,24.2µm
_07829_,24.2µm
_02012_,24.18µm
_04610_,24.18µm
_04649_,24.18µm
_07367_,24.18µm
_00358_,24.16µm
_04239_,24.16µm
_12887_,24.16µm
_03932_,24.15µm
_12972_,24.15µm
_00769_,24.14µm
_02256_,24.14µm
_05276_,24.14µm
_02584_,24.1µm
_05809_,24.1µm
_07599_,24.1µm
_08971_,24.1µm
_14545_,24.1µm
_08193_,24.095µm
_04171_,24.08µm
_06848_,24.08µm
_10661_,24.08µm
_12084_,24.08µm
_00536_,24.06µm
_03488_,24.06µm
_11238_,24.06µm
_00608_,24.05µm
_00449_,24.04µm
_05164_,24.04µm
_07783_,24.03µm
_09384_,24.02µm
_10122_,24.01µm
_01455_,24µm
_03237_,24µm
_03614_,24µm
_07843_,24µm
_09508_,24µm
_13802_,24µm
_15065_,24µm
_13860_,23.985µm
_04597_,23.98µm
_08673_,23.98µm
_14837_,23.98µm
_00475_,23.96µm
_02645_,23.96µm
_10908_,23.96µm
_13380_,23.96µm
_05048_,23.955µm
_01152_,23.95µm
_00335_,23.94µm
_03889_,23.94µm
_05490_,23.94µm
_06491_,23.94µm
_07018_,23.94µm
_10929_,23.94µm
_13337_,23.93µm
_01637_,23.92µm
_11480_,23.92µm
_01467_,23.9µm
_04155_,23.9µm
_14043_,23.9µm
_00573_,23.88µm
_04894_,23.88µm
_05079_,23.88µm
_08719_,23.88µm
mantisaAshift\[52\],23.88µm
_02985_,23.86µm
_04447_,23.86µm
_05920_,23.86µm
_13063_,23.86µm
_14438_,23.86µm
_03285_,23.84µm
_03409_,23.84µm
_03940_,23.84µm
_06336_,23.84µm
_07352_,23.84µm
_08818_,23.84µm
_09424_,23.84µm
_13905_,23.84µm
_00446_,23.82µm
_00742_,23.82µm
_14470_,23.82µm
_02518_,23.8µm
_07634_,23.8µm
_09823_,23.8µm
_10248_,23.8µm
_10448_,23.8µm
_11767_,23.76µm
_12339_,23.76µm
_11412_,23.75µm
_01411_,23.74µm
net70,23.74µm
_02691_,23.72µm
_04923_,23.72µm
_14961_,23.72µm
_12625_,23.71µm
_02313_,23.7µm
_03679_,23.7µm
_07659_,23.7µm
_10563_,23.7µm
_01819_,23.68µm
_09166_,23.68µm
_11794_,23.68µm
_12752_,23.68µm
_13246_,23.68µm
_14873_,23.68µm
_00329_,23.66µm
_01302_,23.66µm
_04637_,23.66µm
_08653_,23.66µm
_13374_,23.66µm
_01862_,23.64µm
_08115_,23.64µm
_14592_,23.64µm
_02088_,23.62µm
_04924_,23.62µm
_07446_,23.62µm
_09829_,23.62µm
_03217_,23.6µm
_03533_,23.6µm
_12860_,23.6µm
_01717_,23.58µm
_02447_,23.58µm
_07027_,23.58µm
_10510_,23.58µm
_11835_,23.58µm
_00686_,23.56µm
_09114_,23.56µm
_03528_,23.54µm
_06812_,23.54µm
_09480_,23.54µm
_09509_,23.54µm
_11725_,23.54µm
_12697_,23.54µm
_07802_,23.53µm
_07239_,23.52µm
_07336_,23.52µm
_08339_,23.52µm
_10041_,23.52µm
_01651_,23.5µm
_04186_,23.5µm
_04195_,23.5µm
_13560_,23.48µm
_13565_,23.48µm
_03381_,23.46µm
_12532_,23.46µm
_12556_,23.46µm
_14466_,23.45µm
_11392_,23.445µm
_04766_,23.44µm
_11337_,23.44µm
_11399_,23.44µm
_05620_,23.42µm
_05652_,23.42µm
_08166_,23.42µm
_08735_,23.42µm
_11096_,23.42µm
_02880_,23.405µm
_02942_,23.4µm
_03262_,23.4µm
_04957_,23.4µm
_14312_,23.39µm
_05389_,23.38µm
_06741_,23.38µm
_12880_,23.38µm
_15064_,23.38µm
_15045_,23.375µm
_03808_,23.37µm
_01364_,23.36µm
_01507_,23.34µm
_05967_,23.34µm
_08540_,23.34µm
_11855_,23.34µm
_06468_,23.32µm
_05335_,23.3µm
_06705_,23.3µm
_07180_,23.3µm
_12029_,23.3µm
_08455_,23.295µm
_03877_,23.29µm
_01566_,23.28µm
_06011_,23.28µm
_08819_,23.28µm
_11364_,23.28µm
_11874_,23.28µm
_02246_,23.26µm
_03328_,23.26µm
_11727_,23.26µm
_12327_,23.26µm
_12426_,23.26µm
_12602_,23.26µm
_12030_,23.245µm
_00492_,23.24µm
_03023_,23.24µm
_05168_,23.24µm
_07093_,23.24µm
_11846_,23.24µm
_01095_,23.22µm
_07620_,23.22µm
_11993_,23.22µm
_12019_,23.22µm
_05401_,23.215µm
_01181_,23.2µm
_02696_,23.2µm
_02801_,23.2µm
_06055_,23.2µm
_06814_,23.2µm
_13106_,23.195µm
_05634_,23.18µm
_14126_,23.18µm
_09991_,23.16µm
_08973_,23.15µm
_09157_,23.15µm
_07622_,23.14µm
_11827_,23.14µm
_13651_,23.14µm
_03248_,23.12µm
_08801_,23.12µm
_08830_,23.12µm
_00812_,23.1µm
_02314_,23.1µm
_05224_,23.1µm
_12558_,23.1µm
_13397_,23.1µm
_14156_,23.1µm
net15,23.1µm
_05552_,23.08µm
_09488_,23.08µm
_05840_,23.06µm
_11593_,23.06µm
_00883_,23.04µm
_01226_,23.04µm
_03312_,23.04µm
_03841_,23.04µm
_07349_,23.04µm
_14778_,23.04µm
_11254_,23.02µm
_12012_,23.02µm
_00532_,23µm
_03586_,23µm
_06950_,22.98µm
_03005_,22.96µm
_08737_,22.96µm
_10556_,22.96µm
_10831_,22.96µm
_12746_,22.96µm
_13224_,22.96µm
_03999_,22.935µm
_09649_,22.92µm
_11434_,22.92µm
_12815_,22.92µm
_13806_,22.92µm
_14521_,22.92µm
_02811_,22.9µm
_14462_,22.9µm
_08297_,22.88µm
_08545_,22.88µm
_09171_,22.88µm
_10139_,22.88µm
_13883_,22.87µm
_00764_,22.86µm
_10098_,22.86µm
_14385_,22.86µm
four_man\[36\],22.86µm
_04317_,22.84µm
_04885_,22.84µm
_04996_,22.84µm
_06945_,22.84µm
_09473_,22.84µm
_09761_,22.82µm
_00947_,22.8µm
_01192_,22.8µm
_01561_,22.8µm
_02393_,22.8µm
_03571_,22.8µm
_12803_,22.8µm
_13580_,22.8µm
_08824_,22.79µm
_01323_,22.76µm
_09996_,22.76µm
_10359_,22.76µm
_07545_,22.75µm
_05885_,22.74µm
_07734_,22.735µm
_04343_,22.72µm
_11461_,22.72µm
_11949_,22.72µm
_00448_,22.7µm
_08114_,22.7µm
_11941_,22.7µm
_03153_,22.68µm
_03778_,22.68µm
_04987_,22.68µm
_10796_,22.68µm
_11501_,22.68µm
_02257_,22.66µm
_05516_,22.66µm
_06553_,22.66µm
_06907_,22.66µm
_09967_,22.66µm
_13928_,22.66µm
_03271_,22.64µm
_04297_,22.64µm
_05696_,22.64µm
_05905_,22.64µm
_09357_,22.64µm
_09492_,22.64µm
_09863_,22.64µm
_13912_,22.64µm
_15115_,22.64µm
_02442_,22.62µm
_11977_,22.62µm
_06346_,22.6µm
_11002_,22.6µm
_14553_,22.6µm
_02350_,22.595µm
_02605_,22.58µm
_02769_,22.58µm
_02548_,22.56µm
_04311_,22.56µm
_05586_,22.56µm
_12969_,22.56µm
_11522_,22.55µm
_01528_,22.54µm
_03333_,22.54µm
_10800_,22.53µm
_00064_,22.525µm
_00685_,22.52µm
_02606_,22.52µm
_02798_,22.52µm
_03441_,22.52µm
_05682_,22.52µm
_08790_,22.52µm
_13196_,22.52µm
_13665_,22.52µm
_10515_,22.5µm
_11463_,22.5µm
_11892_,22.5µm
_12567_,22.5µm
_14398_,22.5µm
_10858_,22.48µm
_13276_,22.48µm
_09012_,22.46µm
_09251_,22.46µm
_12054_,22.46µm
_13896_,22.46µm
_05386_,22.44µm
_06877_,22.42µm
_12928_,22.42µm
_13248_,22.415µm
_02989_,22.4µm
_09325_,22.4µm
_09434_,22.4µm
_10136_,22.4µm
_12247_,22.39µm
_06684_,22.38µm
_07666_,22.38µm
_14905_,22.38µm
_02027_,22.36µm
_02298_,22.36µm
_05300_,22.36µm
_08023_,22.36µm
_12184_,22.36µm
_12465_,22.36µm
_12592_,22.36µm
_14919_,22.36µm
_01735_,22.34µm
_05569_,22.34µm
_08326_,22.34µm
_08652_,22.34µm
_11476_,22.34µm
_12554_,22.34µm
_14464_,22.34µm
net37,22.34µm
_01563_,22.32µm
_13160_,22.32µm
_14305_,22.32µm
_01653_,22.315µm
_14353_,22.315µm
mantisa[18],22.31µm
_05975_,22.3µm
_10535_,22.3µm
_10814_,22.3µm
_14253_,22.3µm
_11730_,22.295µm
_05289_,22.29µm
_11354_,22.28µm
_12425_,22.28µm
_07990_,22.26µm
_10328_,22.26µm
_12968_,22.26µm
_14807_,22.26µm
_14948_,22.26µm
_04489_,22.24µm
_09202_,22.24µm
_10377_,22.24µm
_12757_,22.24µm
_07782_,22.235µm
_03707_,22.225µm
_09685_,22.22µm
_09884_,22.22µm
_11945_,22.22µm
_12666_,22.22µm
_14000_,22.22µm
_06790_,22.21µm
_00544_,22.2µm
_05581_,22.2µm
_07661_,22.2µm
_08874_,22.2µm
_09556_,22.2µm
_13165_,22.2µm
_02115_,22.18µm
_04327_,22.18µm
_04717_,22.18µm
_01815_,22.16µm
_09281_,22.16µm
_12273_,22.16µm
_00454_,22.14µm
_01384_,22.14µm
_00521_,22.12µm
_02923_,22.12µm
_03698_,22.12µm
_04938_,22.11µm
_10176_,22.08µm
_10569_,22.08µm
_03922_,22.06µm
_08744_,22.06µm
_13952_,22.06µm
_11018_,22.05µm
_05393_,22.04µm
_07409_,22.04µm
_08083_,22.04µm
_09513_,22.04µm
net432,22.04µm
_04867_,22.02µm
_08197_,22.02µm
_01087_,22µm
_02969_,22µm
_04210_,22µm
_07057_,22µm
_09940_,22µm
_09409_,21.99µm
_05506_,21.98µm
_06619_,21.98µm
_02719_,21.96µm
_04605_,21.96µm
_04922_,21.96µm
_05090_,21.95µm
_01826_,21.94µm
_01934_,21.94µm
_03562_,21.94µm
_08800_,21.94µm
_12652_,21.94µm
_08272_,21.93µm
_11834_,21.925µm
_01387_,21.92µm
_02189_,21.92µm
_04272_,21.92µm
_06406_,21.92µm
_08753_,21.92µm
_11786_,21.92µm
_14696_,21.92µm
_14999_,21.92µm
_00512_,21.9µm
_00848_,21.9µm
_01840_,21.9µm
_01925_,21.9µm
_02041_,21.9µm
_07407_,21.9µm
_08608_,21.9µm
_08854_,21.9µm
_09252_,21.885µm
_01494_,21.88µm
_03151_,21.88µm
_06216_,21.88µm
_11046_,21.88µm
_11261_,21.88µm
_02282_,21.86µm
_04725_,21.86µm
_10755_,21.86µm
net139,21.86µm
_07153_,21.84µm
_09997_,21.84µm
_11150_,21.84µm
_11950_,21.84µm
_00302_,21.835µm
_02926_,21.82µm
_03025_,21.82µm
_03713_,21.82µm
_10866_,21.82µm
_01016_,21.8µm
_06019_,21.8µm
clknet_leaf_11_clk,21.8µm
_03858_,21.78µm
_04982_,21.78µm
_05576_,21.78µm
_05651_,21.78µm
_07303_,21.78µm
_09679_,21.78µm
_15041_,21.78µm
_07422_,21.77µm
_01559_,21.76µm
_03019_,21.76µm
_08007_,21.76µm
_12606_,21.76µm
_13787_,21.76µm
_14250_,21.76µm
_04419_,21.74µm
_10161_,21.74µm
_13546_,21.74µm
_04425_,21.72µm
_08743_,21.72µm
_10735_,21.72µm
_10777_,21.72µm
_00479_,21.7µm
_05387_,21.7µm
_09002_,21.7µm
_09412_,21.7µm
_10342_,21.7µm
_01010_,21.68µm
_01865_,21.68µm
_05394_,21.68µm
_05608_,21.68µm
_08613_,21.68µm
_09354_,21.68µm
_08956_,21.67µm
_02742_,21.66µm
_03282_,21.66µm
_05253_,21.66µm
_05391_,21.66µm
_11525_,21.66µm
_01183_,21.64µm
_11527_,21.64µm
_11851_,21.64µm
_13129_,21.64µm
_00888_,21.63µm
_03521_,21.62µm
_04491_,21.62µm
_08445_,21.62µm
_14561_,21.62µm
_00316_,21.6µm
_01539_,21.6µm
net132,21.6µm
_08967_,21.58µm
_10241_,21.58µm
_12053_,21.58µm
_14077_,21.58µm
net23,21.58µm
_01848_,21.56µm
_07111_,21.56µm
_11918_,21.56µm
_09028_,21.55µm
_00720_,21.54µm
_00835_,21.54µm
_01598_,21.54µm
_05399_,21.54µm
_07353_,21.54µm
_09246_,21.54µm
_10286_,21.54µm
_14174_,21.53µm
_02364_,21.52µm
_05715_,21.52µm
_08045_,21.52µm
_09269_,21.52µm
_14522_,21.52µm
_12004_,21.51µm
_12628_,21.5µm
_00737_,21.48µm
_09855_,21.48µm
_01373_,21.46µm
_05442_,21.46µm
_05727_,21.46µm
_08713_,21.46µm
_00425_,21.44µm
_02987_,21.44µm
_05130_,21.44µm
_14207_,21.44µm
_15079_,21.44µm
_00829_,21.42µm
_04729_,21.42µm
_08025_,21.42µm
_08090_,21.42µm
_10113_,21.42µm
_10207_,21.42µm
_11011_,21.42µm
net57,21.42µm
_13529_,21.4µm
_14266_,21.4µm
_01098_,21.39µm
_01360_,21.38µm
_01518_,21.38µm
_01945_,21.38µm
_06699_,21.38µm
_08170_,21.38µm
_10164_,21.38µm
mantisaB0\[0\],21.38µm
_04884_,21.375µm
_04975_,21.375µm
_11296_,21.37µm
_02014_,21.36µm
_07606_,21.36µm
_08577_,21.36µm
_13710_,21.36µm
four_man\[23\],21.36µm
_01733_,21.35µm
_02613_,21.34µm
_03510_,21.34µm
_07684_,21.34µm
_12431_,21.34µm
_12112_,21.33µm
_00292_,21.32µm
_03412_,21.32µm
_03791_,21.32µm
_05860_,21.32µm
_06868_,21.32µm
_07934_,21.32µm
_10217_,21.32µm
_10429_,21.32µm
_12037_,21.32µm
_14244_,21.32µm
_01252_,21.3µm
_06706_,21.3µm
_10613_,21.3µm
_14326_,21.3µm
_07515_,21.29µm
_00421_,21.28µm
_00567_,21.28µm
_02510_,21.28µm
_02806_,21.28µm
_08312_,21.28µm
_10056_,21.28µm
_00543_,21.26µm
_00918_,21.26µm
_04180_,21.26µm
_05367_,21.26µm
_09585_,21.26µm
_10385_,21.26µm
_13609_,21.26µm
_06897_,21.24µm
_08604_,21.24µm
_10238_,21.24µm
_13088_,21.24µm
net51,21.24µm
_08460_,21.22µm
_11729_,21.22µm
_12748_,21.22µm
_02232_,21.21µm
_01340_,21.2µm
_04177_,21.2µm
_06157_,21.2µm
_07755_,21.2µm
_09174_,21.2µm
_10835_,21.2µm
_13379_,21.2µm
_14532_,21.2µm
_02091_,21.18µm
_10112_,21.18µm
_15058_,21.18µm
_02355_,21.17µm
_03055_,21.16µm
_06339_,21.16µm
_08972_,21.16µm
_14453_,21.16µm
_05731_,21.14µm
_10707_,21.14µm
_12322_,21.14µm
_12597_,21.14µm
_14255_,21.14µm
_00391_,21.12µm
_01337_,21.12µm
_01521_,21.12µm
_03982_,21.12µm
_04881_,21.12µm
_11572_,21.12µm
_03075_,21.1µm
_10965_,21.1µm
_13733_,21.09µm
_02139_,21.08µm
_02173_,21.08µm
_06045_,21.08µm
_11519_,21.08µm
_11667_,21.08µm
_13236_,21.08µm
_01271_,21.075µm
_05473_,21.06µm
_14846_,21.06µm
_05022_,21.05µm
_02507_,21.04µm
_04859_,21.04µm
_08894_,21.04µm
_10361_,21.04µm
_14284_,21.04µm
_04046_,21.03µm
_04758_,21.02µm
_02024_,21µm
_05607_,21µm
_08725_,21µm
_12478_,21µm
four_man\[29\],21µm
net1197,21µm
_09022_,20.98µm
_01243_,20.96µm
_01486_,20.96µm
_13306_,20.96µm
_09188_,20.95µm
_00442_,20.94µm
_12100_,20.94µm
net34,20.94µm
_05529_,20.92µm
_05671_,20.92µm
_06796_,20.92µm
_09129_,20.92µm
_09637_,20.92µm
_12307_,20.92µm
net1026,20.92µm
net164,20.905µm
_14654_,20.9µm
_04300_,20.88µm
_06413_,20.88µm
_13212_,20.88µm
_14920_,20.88µm
net305,20.88µm
_03447_,20.86µm
_05047_,20.86µm
_06517_,20.86µm
_06740_,20.86µm
_06316_,20.85µm
_00557_,20.84µm
_07786_,20.84µm
_13069_,20.84µm
_13297_,20.84µm
_14598_,20.84µm
net41,20.84µm
_00724_,20.82µm
_08592_,20.82µm
_01703_,20.8µm
_03814_,20.8µm
_06800_,20.8µm
_12181_,20.8µm
_02224_,20.78µm
_04326_,20.78µm
_04560_,20.78µm
_06232_,20.78µm
_06577_,20.78µm
_07942_,20.78µm
_13357_,20.78µm
_02733_,20.76µm
_03589_,20.76µm
_04248_,20.76µm
_04889_,20.76µm
_11775_,20.76µm
_13394_,20.76µm
_13584_,20.76µm
_14018_,20.76µm
_03741_,20.74µm
_04269_,20.74µm
_04351_,20.74µm
_10141_,20.74µm
_11212_,20.74µm
_04232_,20.72µm
_06942_,20.72µm
_01696_,20.7µm
_05078_,20.7µm
_07196_,20.7µm
_14927_,20.7µm
_02190_,20.685µm
_01021_,20.68µm
_02628_,20.68µm
_05404_,20.68µm
_11104_,20.68µm
_12089_,20.68µm
_01133_,20.66µm
_01850_,20.66µm
_02789_,20.66µm
_04482_,20.66µm
_07973_,20.66µm
_09003_,20.66µm
_11513_,20.66µm
_14093_,20.66µm
_14508_,20.66µm
_01802_,20.64µm
_02583_,20.64µm
_02847_,20.64µm
_09543_,20.64µm
_10911_,20.64µm
_00991_,20.62µm
_02666_,20.62µm
_08405_,20.61µm
_08793_,20.6µm
_09990_,20.6µm
_08278_,20.58µm
_02402_,20.56µm
_04585_,20.56µm
_06049_,20.56µm
_09052_,20.555µm
_02766_,20.54µm
_04910_,20.54µm
_07128_,20.54µm
_07509_,20.54µm
_11125_,20.54µm
_11595_,20.54µm
_13159_,20.54µm
_14044_,20.54µm
_14361_,20.54µm
_10590_,20.52µm
_14803_,20.52µm
_06715_,20.505µm
_01751_,20.5µm
_03815_,20.5µm
_06768_,20.5µm
_12856_,20.5µm
_03115_,20.49µm
_00360_,20.48µm
_15067_,20.465µm
_02468_,20.46µm
_08813_,20.46µm
_04845_,20.44µm
_05440_,20.44µm
_01453_,20.42µm
_04995_,20.42µm
_07484_,20.42µm
_09475_,20.42µm
_10349_,20.42µm
_14159_,20.42µm
_03647_,20.4µm
_14633_,20.4µm
_13500_,20.385µm
_07261_,20.38µm
_04507_,20.375µm
_13113_,20.375µm
_01379_,20.37µm
_02924_,20.36µm
_11467_,20.36µm
_06419_,20.34µm
_08814_,20.34µm
_12217_,20.34µm
_13957_,20.34µm
_01537_,20.32µm
_03308_,20.32µm
_08926_,20.32µm
_06303_,20.3µm
_06600_,20.3µm
_08213_,20.3µm
_09733_,20.3µm
_13891_,20.3µm
_14671_,20.3µm
_05712_,20.28µm
_08082_,20.26µm
_10729_,20.26µm
_11812_,20.26µm
_13621_,20.26µm
_12937_,20.255µm
_05673_,20.24µm
_07819_,20.24µm
_07991_,20.24µm
_08063_,20.24µm
_13342_,20.24µm
expb[7],20.23µm
_02830_,20.22µm
_06923_,20.22µm
_08875_,20.22µm
_00600_,20.2µm
_01621_,20.2µm
_07306_,20.2µm
_00706_,20.18µm
_03727_,20.18µm
_12461_,20.165µm
_01456_,20.16µm
_07914_,20.16µm
_09427_,20.16µm
_12068_,20.16µm
_13198_,20.16µm
_14581_,20.16µm
_05287_,20.14µm
_06311_,20.14µm
_06748_,20.14µm
_12276_,20.14µm
_03209_,20.12µm
_06747_,20.12µm
_08840_,20.12µm
_09930_,20.12µm
_10072_,20.12µm
_10962_,20.12µm
_09134_,20.1µm
_13612_,20.1µm
_01218_,20.08µm
_03128_,20.08µm
_03329_,20.08µm
_07944_,20.08µm
_08344_,20.08µm
_09439_,20.08µm
_09929_,20.08µm
_14787_,20.08µm
_00526_,20.06µm
_03541_,20.06µm
_09726_,20.06µm
_03575_,20.04µm
_05178_,20.04µm
_07017_,20.04µm
_08639_,20.04µm
clknet_leaf_2_clk,20.04µm
_03547_,20.02µm
_09904_,20.02µm
_10938_,20.02µm
_12549_,20.02µm
_02727_,20µm
_07368_,20µm
_10720_,20µm
_10932_,20µm
_11180_,20µm
_12781_,20µm
_08044_,19.99µm
_13605_,19.99µm
_01375_,19.98µm
_07881_,19.98µm
_15014_,19.98µm
_05024_,19.97µm
_03483_,19.96µm
_09749_,19.96µm
_12698_,19.96µm
_13052_,19.96µm
_05600_,19.94µm
_06430_,19.94µm
_07393_,19.94µm
_09759_,19.94µm
_11091_,19.92µm
_13253_,19.92µm
_04006_,19.91µm
_08841_,19.905µm
_01879_,19.9µm
_03210_,19.9µm
_03885_,19.9µm
_05186_,19.9µm
_05632_,19.9µm
_07974_,19.9µm
_15097_,19.9µm
_01477_,19.89µm
_06230_,19.89µm
_05896_,19.88µm
_08382_,19.88µm
_07902_,19.87µm
_02608_,19.86µm
_08905_,19.86µm
_10073_,19.86µm
_12375_,19.86µm
_07615_,19.85µm
_08775_,19.84µm
_10521_,19.84µm
_11948_,19.84µm
_13991_,19.84µm
_14106_,19.84µm
_00797_,19.82µm
_02284_,19.82µm
_04977_,19.82µm
_06455_,19.82µm
_07526_,19.82µm
_08558_,19.81µm
_07374_,19.8µm
_08490_,19.8µm
_09079_,19.8µm
_12376_,19.8µm
_07192_,19.795µm
_11648_,19.79µm
_00055_,19.785µm
_00651_,19.78µm
_01407_,19.78µm
_02562_,19.78µm
_02579_,19.78µm
_02951_,19.78µm
_03017_,19.78µm
_03781_,19.78µm
_05100_,19.78µm
_05929_,19.78µm
_07727_,19.78µm
_08525_,19.78µm
_08811_,19.78µm
_04515_,19.76µm
_09260_,19.76µm
_11114_,19.76µm
_09214_,19.755µm
_00625_,19.74µm
_04428_,19.74µm
_04493_,19.74µm
_06094_,19.74µm
_10893_,19.74µm
_04020_,19.72µm
_01601_,19.7µm
_02469_,19.7µm
_04779_,19.7µm
_06053_,19.7µm
_08837_,19.7µm
_09999_,19.7µm
_11006_,19.7µm
_11860_,19.7µm
_14700_,19.7µm
_14753_,19.69µm
_05897_,19.68µm
_10261_,19.68µm
_00605_,19.66µm
_02299_,19.66µm
_03327_,19.66µm
_11433_,19.65µm
_02516_,19.64µm
_05316_,19.64µm
_07779_,19.64µm
_02651_,19.62µm
_03056_,19.62µm
_14086_,19.62µm
net39,19.62µm
_08866_,19.58µm
_10647_,19.58µm
_13293_,19.58µm
_13677_,19.58µm
expmiddleb\[4\],19.58µm
_03892_,19.545µm
_00315_,19.54µm
_00694_,19.54µm
_02705_,19.54µm
_03163_,19.54µm
_05773_,19.54µm
_05890_,19.54µm
_13518_,19.54µm
_06083_,19.52µm
_08375_,19.52µm
_09551_,19.52µm
_11903_,19.52µm
_14064_,19.52µm
_07539_,19.5µm
_10183_,19.5µm
_10787_,19.5µm
_03296_,19.49µm
_00653_,19.48µm
_01799_,19.48µm
_02055_,19.48µm
_04866_,19.48µm
_05461_,19.48µm
_09768_,19.48µm
_10441_,19.48µm
net67,19.48µm
_01305_,19.475µm
_01947_,19.46µm
_08334_,19.46µm
_08738_,19.46µm
_09247_,19.46µm
_04131_,19.44µm
_05108_,19.44µm
_06694_,19.44µm
_10338_,19.44µm
_01331_,19.42µm
_01773_,19.42µm
_05736_,19.42µm
_05831_,19.42µm
_06330_,19.4µm
_07531_,19.4µm
