net,length_um
_15868_,10.84µm
_19218_,10.84µm
_19595_,10.84µm
_19686_,10.84µm
_20371_,10.84µm
_20599_,10.84µm
_21221_,10.84µm
net2721,10.84µm
multiplier_instance.TT.genblk1\[0\].CSA1.A\[12\],10.835µm
net2655,10.83µm
_03600_,10.82µm
_03999_,10.82µm
_05874_,10.82µm
_11383_,10.82µm
_11444_,10.82µm
_12757_,10.82µm
_13591_,10.82µm
_13928_,10.82µm
_15033_,10.82µm
_15509_,10.82µm
_16283_,10.82µm
_16830_,10.82µm
_18382_,10.82µm
_19077_,10.82µm
_19169_,10.82µm
_19847_,10.82µm
_19914_,10.82µm
_20565_,10.82µm
_20965_,10.82µm
_20974_,10.82µm
divider_instance.mantisaA0\[16\],10.82µm
reorder_buf_instance.array\[3\]\[26\],10.82µm
net3137,10.82µm
_03320_,10.8µm
_07381_,10.8µm
_10149_,10.8µm
_10661_,10.8µm
_11148_,10.8µm
_11772_,10.8µm
_11982_,10.8µm
_12825_,10.8µm
_13874_,10.8µm
_13989_,10.8µm
_17770_,10.8µm
_18358_,10.8µm
_18359_,10.8µm
_18471_,10.8µm
_19598_,10.8µm
adder_instance.signA1,10.8µm
mult_mantisaA\[9\],10.8µm
net3107,10.8µm
_01021_,10.795µm
_01309_,10.785µm
_01429_,10.785µm
_02138_,10.785µm
_02546_,10.78µm
_03138_,10.78µm
_05087_,10.78µm
_05339_,10.78µm
_05817_,10.78µm
_07810_,10.78µm
_07859_,10.78µm
_08962_,10.78µm
_09971_,10.78µm
_15372_,10.78µm
_16239_,10.78µm
_16465_,10.78µm
_16889_,10.78µm
_17282_,10.78µm
_17428_,10.78µm
_17476_,10.78µm
_18402_,10.78µm
_19109_,10.78µm
adder_instance.mantisaA0\[10\],10.78µm
c[13],10.78µm
reorder_buf_instance.array\[3\]\[21\],10.78µm
_11390_,10.77µm
_04043_,10.76µm
_08263_,10.76µm
_08711_,10.76µm
_09282_,10.76µm
_09806_,10.76µm
_11032_,10.76µm
_13323_,10.76µm
_19060_,10.76µm
net125,10.76µm
_01302_,10.745µm
_02139_,10.745µm
adder_buffer.array\[2\]\[15\],10.745µm
_05126_,10.74µm
_08827_,10.74µm
_09913_,10.74µm
_10002_,10.74µm
_10168_,10.74µm
_11492_,10.74µm
_12020_,10.74µm
_14994_,10.74µm
_15835_,10.74µm
_16051_,10.74µm
_16078_,10.74µm
_16987_,10.74µm
_17600_,10.74µm
_18253_,10.74µm
_18774_,10.74µm
_20401_,10.74µm
adder_buffer.value\[8\],10.74µm
reorder_buf_instance.array\[10\]\[31\],10.74µm
reorder_buf_instance.array\[6\]\[3\],10.74µm
reorder_buf_instance.value1\[3\],10.74µm
net2902,10.74µm
_01123_,10.735µm
multiplier_instance.TT.genblk1\[1\].CSA1.C\[26\],10.735µm
_09042_,10.73µm
_09979_,10.73µm
_03867_,10.72µm
_03879_,10.72µm
_04377_,10.72µm
_04699_,10.72µm
_04717_,10.72µm
_05982_,10.72µm
_10479_,10.72µm
_13597_,10.72µm
_14441_,10.72µm
_15238_,10.72µm
_15703_,10.72µm
_17975_,10.72µm
_19441_,10.72µm
_19596_,10.72µm
_20666_,10.72µm
_21029_,10.72µm
_06743_,10.715µm
_02732_,10.7µm
_04783_,10.7µm
_08106_,10.7µm
_08353_,10.7µm
_09715_,10.7µm
_10042_,10.7µm
_10513_,10.7µm
_11419_,10.7µm
_13162_,10.7µm
_14545_,10.7µm
_15243_,10.7µm
_15817_,10.7µm
_15879_,10.7µm
_16058_,10.7µm
_17420_,10.7µm
_17549_,10.7µm
_17768_,10.7µm
_18669_,10.7µm
_20345_,10.7µm
_20546_,10.7µm
_21658_,10.7µm
multiplier_instance.TT.genblk1\[7\].CSA1.C\[44\],10.7µm
clknet_leaf_100_clk,10.7µm
_06472_,10.695µm
_03333_,10.68µm
_05538_,10.68µm
_06103_,10.68µm
_21087_,10.68µm
b[22],10.68µm
reorder_buf_instance.array\[9\]\[20\],10.68µm
_03065_,10.66µm
_06168_,10.66µm
_07019_,10.66µm
_07136_,10.66µm
_07997_,10.66µm
_09267_,10.66µm
_09660_,10.66µm
_10165_,10.66µm
_10888_,10.66µm
_11511_,10.66µm
_12389_,10.66µm
_12982_,10.66µm
_13932_,10.66µm
_16188_,10.66µm
_16553_,10.66µm
_16619_,10.66µm
_17075_,10.66µm
_17380_,10.66µm
_17531_,10.66µm
_17856_,10.66µm
_18284_,10.66µm
_20011_,10.66µm
_21326_,10.66µm
adder_buffer.array\[0\]\[36\],10.66µm
adder_instance.expadd\[1\],10.66µm
reorder_buf_instance.array\[4\]\[10\],10.66µm
net2998,10.66µm
_14695_,10.65µm
reorder_buf_instance.array\[1\]\[17\],10.645µm
_01011_,10.64µm
_04632_,10.64µm
_07700_,10.64µm
_10256_,10.64µm
_11005_,10.64µm
_11293_,10.64µm
_12423_,10.64µm
_14678_,10.64µm
_15705_,10.64µm
_16947_,10.64µm
_17000_,10.64µm
_17464_,10.64µm
_19550_,10.64µm
multiplier_instance.TT.genblk1\[2\].CSA1.C\[17\],10.64µm
_20925_,10.63µm
_01433_,10.625µm
_02276_,10.625µm
reorder_buf_instance.array\[1\]\[21\],10.625µm
reorder_buf_instance.array\[9\]\[30\],10.625µm
_04907_,10.62µm
_05635_,10.62µm
_05791_,10.62µm
_08560_,10.62µm
_09428_,10.62µm
_09859_,10.62µm
_10851_,10.62µm
_11998_,10.62µm
_12313_,10.62µm
_12751_,10.62µm
_12915_,10.62µm
_15337_,10.62µm
_16357_,10.62µm
_18165_,10.62µm
_18554_,10.62µm
_19049_,10.62µm
_19771_,10.62µm
_19854_,10.62µm
_19971_,10.62µm
_21070_,10.62µm
adder_buffer.array\[0\]\[0\],10.62µm
adder_buffer.array\[0\]\[16\],10.62µm
adder_buffer.array\[1\]\[3\],10.62µm
adder_buffer.array\[3\]\[18\],10.62µm
multiplier_instance.TT.genblk1\[1\].CSA1.A\[15\],10.62µm
multiplier_instance.TT.genblk1\[4\].CSA1.A\[15\],10.62µm
reorder_buf_instance.array\[8\]\[17\],10.62µm
_11035_,10.61µm
_02150_,10.605µm
_12014_,10.6µm
_18946_,10.6µm
_21108_,10.6µm
_14061_,10.595µm
_10211_,10.59µm
_00039_,10.585µm
_02571_,10.58µm
_05735_,10.58µm
_06486_,10.58µm
_07173_,10.58µm
_08307_,10.58µm
_08411_,10.58µm
_08629_,10.58µm
_08941_,10.58µm
_10544_,10.58µm
_10623_,10.58µm
_14870_,10.58µm
_14980_,10.58µm
_15020_,10.58µm
_16647_,10.58µm
_17133_,10.58µm
_19959_,10.58µm
_20857_,10.58µm
_21031_,10.58µm
_21309_,10.58µm
net2257,10.58µm
net2625,10.58µm
_11391_,10.57µm
_01278_,10.565µm
_02265_,10.565µm
_02318_,10.565µm
_02949_,10.56µm
_03068_,10.56µm
_04557_,10.56µm
_10126_,10.56µm
_12355_,10.56µm
_13310_,10.56µm
_16583_,10.56µm
_16612_,10.56µm
_16966_,10.56µm
_20873_,10.56µm
b[14],10.56µm
c[9],10.56µm
_20868_,10.545µm
_03842_,10.54µm
_04337_,10.54µm
_04490_,10.54µm
_09187_,10.54µm
_10422_,10.54µm
_10721_,10.54µm
_11150_,10.54µm
_12590_,10.54µm
_15154_,10.54µm
_15255_,10.54µm
_18128_,10.54µm
_18988_,10.54µm
_19898_,10.54µm
_19962_,10.54µm
_20934_,10.54µm
_21543_,10.54µm
multiplier_instance.TT.genblk1\[2\].CSA1.A\[21\],10.54µm
multiplier_instance.TT.genblk1\[2\].CSA1.B\[7\],10.54µm
multiplier_instance.TT.genblk1\[7\].CSA1.C\[24\],10.54µm
reorder_buf_instance.array\[0\]\[0\],10.54µm
reorder_buf_instance.array\[3\]\[19\],10.54µm
net132,10.54µm
_01790_,10.525µm
_02302_,10.525µm
_02348_,10.525µm
_03261_,10.52µm
_04112_,10.52µm
_05472_,10.52µm
_06407_,10.52µm
_07351_,10.52µm
_08990_,10.52µm
_10542_,10.52µm
_11713_,10.52µm
_15472_,10.52µm
_21527_,10.52µm
_13684_,10.51µm
_01146_,10.505µm
_01801_,10.505µm
_10444_,10.505µm
_03962_,10.5µm
_04945_,10.5µm
_05083_,10.5µm
_05454_,10.5µm
_05607_,10.5µm
_06344_,10.5µm
_06409_,10.5µm
_06781_,10.5µm
_07036_,10.5µm
_07683_,10.5µm
_10188_,10.5µm
_11183_,10.5µm
_12187_,10.5µm
_19422_,10.5µm
_19780_,10.5µm
_19787_,10.5µm
_19808_,10.5µm
_20828_,10.5µm
adder_instance.mantisaBshift\[33\],10.5µm
multiplier_instance.TT.genblk1\[1\].CSA1.A\[8\],10.5µm
multiplier_instance.TT.genblk1\[4\].CSA1.B\[20\],10.5µm
multiplier_instance.TT.genblk1\[5\].CSA1.B\[29\],10.5µm
multiplier_instance.TT.genblk1\[7\].CSA1.B\[23\],10.5µm
reorder_buf_instance.array\[12\]\[27\],10.5µm
reorder_buf_instance.array\[15\]\[0\],10.5µm
reorder_buf_instance.array\[15\]\[4\],10.5µm
reorder_buf_instance.array\[7\]\[1\],10.5µm
reorder_buf_instance.array\[8\]\[1\],10.5µm
reorder_buf_instance.array\[8\]\[23\],10.5µm
reorder_buf_instance.ready_check\[5\],10.5µm
_01843_,10.485µm
_02220_,10.485µm
_06209_,10.48µm
_13612_,10.48µm
_15079_,10.48µm
_15326_,10.48µm
_16258_,10.48µm
_19585_,10.48µm
_19911_,10.48µm
_12959_,10.47µm
_01147_,10.465µm
_00013_,10.46µm
_03334_,10.46µm
_12309_,10.46µm
_12342_,10.46µm
_13172_,10.46µm
_13590_,10.46µm
_14591_,10.46µm
_15858_,10.46µm
_16989_,10.46µm
_17021_,10.46µm
_18168_,10.46µm
_19517_,10.46µm
_20782_,10.46µm
multiplier_instance.TT.genblk1\[4\].CSA1.A\[14\],10.46µm
multiplier_instance.TT.genblk1\[4\].CSA1.B\[19\],10.46µm
multiplier_instance.TT.genblk1\[6\].CSA1.C\[29\],10.46µm
multiplier_instance.TT.genblk1\[7\].CSA1.A\[39\],10.46µm
multiplier_instance.TT.genblk1\[7\].CSA1.C\[40\],10.46µm
net2236,10.46µm
net2560,10.46µm
net2617,10.46µm
_18107_,10.455µm
_17916_,10.45µm
_00235_,10.44µm
_02565_,10.44µm
_03095_,10.44µm
_03740_,10.44µm
_04221_,10.44µm
_04652_,10.44µm
_06343_,10.44µm
_10033_,10.44µm
_14892_,10.44µm
_16245_,10.44µm
b[23],10.44µm
net2176,10.44µm
net2179,10.44µm
net2483,10.44µm
net3153,10.44µm
net3350,10.44µm
_04698_,10.425µm
_21130_,10.425µm
_03721_,10.42µm
_04914_,10.42µm
_04956_,10.42µm
_05848_,10.42µm
_08737_,10.42µm
_09825_,10.42µm
_11968_,10.42µm
_12092_,10.42µm
_13137_,10.42µm
_16449_,10.42µm
_18989_,10.42µm
_20474_,10.42µm
_21410_,10.42µm
_21731_,10.42µm
net2146,10.42µm
_01026_,10.405µm
_02797_,10.4µm
_04649_,10.4µm
_06350_,10.4µm
_07605_,10.4µm
_08049_,10.4µm
_10492_,10.4µm
_13164_,10.4µm
_14202_,10.4µm
_15444_,10.4µm
_15656_,10.4µm
_16131_,10.4µm
_16209_,10.4µm
_16453_,10.4µm
_18687_,10.4µm
_20993_,10.4µm
_21105_,10.4µm
divider_instance.mantisaA0\[3\],10.4µm
mult_mantisa\[19\],10.4µm
multiplier_instance.TT.genblk1\[0\].CSA1.B\[24\],10.4µm
multiplier_instance.TT.genblk1\[1\].CSA1.B\[20\],10.4µm
reorder_buf_instance.array\[6\]\[18\],10.4µm
reorder_buf_instance.array\[7\]\[0\],10.4µm
net2347,10.4µm
net2827,10.4µm
net3083,10.4µm
net3225,10.4µm
_19079_,10.395µm
_08134_,10.39µm
adder_buffer.array\[2\]\[12\],10.39µm
_02815_,10.38µm
_05652_,10.38µm
_07547_,10.38µm
_10688_,10.38µm
_11022_,10.38µm
_11092_,10.38µm
_13079_,10.38µm
_15737_,10.38µm
_17434_,10.38µm
_18713_,10.38µm
_18841_,10.38µm
_20667_,10.38µm
div_buffer.out\[39\],10.38µm
reorder_buf_instance.array\[14\]\[3\],10.38µm
reorder_buf_instance.array\[15\]\[20\],10.38µm
reorder_buf_instance.array\[7\]\[28\],10.38µm
_04510_,10.37µm
_19884_,10.37µm
_01608_,10.365µm
_02180_,10.365µm
_02559_,10.36µm
_02712_,10.36µm
_04637_,10.36µm
_05707_,10.36µm
_06243_,10.36µm
_10322_,10.36µm
_11752_,10.36µm
_11777_,10.36µm
_12166_,10.36µm
_14224_,10.36µm
_15110_,10.36µm
_15608_,10.36µm
_18802_,10.36µm
_19239_,10.36µm
_20443_,10.36µm
_20482_,10.36µm
_21700_,10.36µm
div_mantisaA\[10\],10.36µm
mult_buffer.array\[3\]\[37\],10.36µm
multiplier_instance.TT.genblk1\[6\].CSA1.B\[24\],10.36µm
net2574,10.36µm
net3263,10.36µm
_14515_,10.355µm
_03444_,10.34µm
_03719_,10.34µm
_03950_,10.34µm
_10374_,10.34µm
_13454_,10.34µm
_14057_,10.34µm
_15381_,10.34µm
_16549_,10.34µm
_16702_,10.34µm
_16766_,10.34µm
_18347_,10.34µm
_18422_,10.34µm
_19085_,10.34µm
_19927_,10.34µm
_18842_,10.335µm
_00342_,10.33µm
_01153_,10.325µm
_02481_,10.325µm
_01828_,10.32µm
_03057_,10.32µm
_03618_,10.32µm
_04124_,10.32µm
_04270_,10.32µm
_07475_,10.32µm
_09052_,10.32µm
_10091_,10.32µm
_10267_,10.32µm
_11076_,10.32µm
_13830_,10.32µm
_14931_,10.32µm
_15521_,10.32µm
_15550_,10.32µm
_15690_,10.32µm
_15881_,10.32µm
_16581_,10.32µm
_17804_,10.32µm
_18245_,10.32µm
_18444_,10.32µm
_18981_,10.32µm
_19983_,10.32µm
adder_instance.mantisaB0\[10\],10.32µm
net2332,10.32µm
net2852,10.32µm
_01160_,10.305µm
_02994_,10.3µm
_03868_,10.3µm
_03982_,10.3µm
_04811_,10.3µm
_04840_,10.3µm
_06589_,10.3µm
_07154_,10.3µm
_08580_,10.3µm
_09173_,10.3µm
_09314_,10.3µm
_09935_,10.3µm
_12116_,10.3µm
_13344_,10.3µm
_13560_,10.3µm
_13863_,10.3µm
_19348_,10.3µm
_21021_,10.3µm
_21158_,10.3µm
adder_instance.expmiddled\[1\],10.3µm
multiplier_instance.TT.genblk1\[5\].CSA1.C\[39\],10.3µm
reorder_buf_instance.array\[1\]\[3\],10.3µm
_03153_,10.28µm
_03807_,10.28µm
_03954_,10.28µm
_05296_,10.28µm
_06654_,10.28µm
_07030_,10.28µm
_07328_,10.28µm
_08512_,10.28µm
_09575_,10.28µm
_10178_,10.28µm
_10762_,10.28µm
_11060_,10.28µm
_11570_,10.28µm
_12119_,10.28µm
_13063_,10.28µm
_13768_,10.28µm
_14042_,10.28µm
_14279_,10.28µm
_14696_,10.28µm
_14733_,10.28µm
_15021_,10.28µm
_15290_,10.28µm
_16121_,10.28µm
_18331_,10.28µm
_19302_,10.28µm
_19461_,10.28µm
_19738_,10.28µm
_21333_,10.28µm
divider_instance.expadd\[7\],10.28µm
divider_instance.mantisaA0\[6\],10.28µm
multiplier_instance.TT.genblk1\[4\].CSA1.C\[18\],10.28µm
reorder_buf_instance.array\[14\]\[9\],10.28µm
reorder_buf_instance.array\[2\]\[1\],10.28µm
reorder_buf_instance.array\[6\]\[6\],10.28µm
net3165,10.28µm
_01152_,10.275µm
_14375_,10.275µm
_05390_,10.26µm
_06445_,10.26µm
_06883_,10.26µm
_17695_,10.26µm
_19599_,10.26µm
_19653_,10.26µm
mult_mantisaA\[16\],10.26µm
reorder_buf_instance.array\[7\]\[5\],10.26µm
multiplier_instance.TT.genblk1\[4\].CSA1.C\[34\],10.255µm
_20713_,10.25µm
_19623_,10.245µm
_04370_,10.24µm
_04882_,10.24µm
_05923_,10.24µm
_07449_,10.24µm
_07781_,10.24µm
_08905_,10.24µm
_08909_,10.24µm
_10030_,10.24µm
_10913_,10.24µm
_11189_,10.24µm
_14921_,10.24µm
_20723_,10.24µm
multiplier_instance.TT.genblk1\[3\].CSA1.A\[31\],10.24µm
reorder_buf_instance.array\[15\]\[16\],10.24µm
_00876_,10.225µm
_06807_,10.22µm
_08001_,10.22µm
_10656_,10.22µm
_13342_,10.22µm
_15670_,10.22µm
_16665_,10.22µm
a[18],10.22µm
a[30],10.22µm
b[24],10.22µm
_04808_,10.2µm
_05051_,10.2µm
_05406_,10.2µm
_06783_,10.2µm
_11510_,10.2µm
_13586_,10.2µm
_14170_,10.2µm
_14813_,10.2µm
_15199_,10.2µm
_19213_,10.2µm
_19551_,10.2µm
_20188_,10.2µm
_21086_,10.2µm
adder_buffer.out\[10\],10.2µm
adder_instance.expmiddled\[3\],10.2µm
multiplier_instance.PPG.genblk1\[4\].masked\[18\],10.2µm
_03437_,10.18µm
_04101_,10.18µm
_05506_,10.18µm
_07786_,10.18µm
_08016_,10.18µm
_08494_,10.18µm
_08516_,10.18µm
_09423_,10.18µm
_09480_,10.18µm
_09713_,10.18µm
_11067_,10.18µm
_19184_,10.18µm
_21171_,10.18µm
_21367_,10.18µm
reorder_buf_instance.array\[5\]\[10\],10.165µm
_03876_,10.16µm
_04617_,10.16µm
_04821_,10.16µm
_07872_,10.16µm
_08490_,10.16µm
_09122_,10.16µm
_09676_,10.16µm
_11671_,10.16µm
_12800_,10.16µm
_12892_,10.16µm
_13598_,10.16µm
_15711_,10.16µm
_17943_,10.16µm
_18069_,10.16µm
_18852_,10.16µm
_19010_,10.16µm
_20389_,10.16µm
_20600_,10.16µm
_21150_,10.16µm
adder_buffer.array\[3\]\[8\],10.16µm
multiplier_instance.TT.genblk1\[2\].CSA1.A\[24\],10.16µm
multiplier_instance.TT.genblk1\[2\].CSA1.B\[24\],10.16µm
multiplier_instance.TT.genblk1\[5\].CSA1.B\[26\],10.16µm
net3013,10.16µm
_09126_,10.155µm
_01174_,10.145µm
_01614_,10.14µm
_03003_,10.14µm
_05184_,10.14µm
_05263_,10.14µm
_06433_,10.14µm
_10171_,10.14µm
_11253_,10.14µm
_15552_,10.14µm
_16271_,10.14µm
_19289_,10.14µm
_19950_,10.14µm
multiplier_instance.TT.genblk1\[3\].CSA1.A\[32\],10.14µm
multiplier_instance.TT.genblk1\[5\].CSA1.B\[31\],10.14µm
_20415_,10.125µm
div_buffer.array\[2\]\[32\],10.125µm
_04109_,10.12µm
_09096_,10.12µm
_14659_,10.12µm
_15331_,10.12µm
_15643_,10.12µm
_16340_,10.12µm
_19556_,10.12µm
_21245_,10.12µm
net2597,10.12µm
_01226_,10.105µm
_02156_,10.105µm
_02628_,10.1µm
_05782_,10.1µm
_06169_,10.1µm
_08058_,10.1µm
_17045_,10.1µm
_21134_,10.1µm
a[26],10.1µm
c[19],10.1µm
_14795_,10.09µm
_03273_,10.08µm
_04559_,10.08µm
_04696_,10.08µm
_04703_,10.08µm
_04905_,10.08µm
_07239_,10.08µm
_07860_,10.08µm
_08162_,10.08µm
_11476_,10.08µm
_11707_,10.08µm
_12769_,10.08µm
_12961_,10.08µm
_13322_,10.08µm
_13414_,10.08µm
_13662_,10.08µm
_15237_,10.08µm
_15748_,10.08µm
_16235_,10.08µm
_17248_,10.08µm
_18417_,10.08µm
_18693_,10.08µm
_19298_,10.08µm
_20854_,10.08µm
adder_buffer.array\[1\]\[13\],10.08µm
adder_buffer.array\[3\]\[24\],10.08µm
multiplier_instance.TT.genblk1\[5\].CSA1.A\[30\],10.08µm
reorder_buf_instance.array\[11\]\[6\],10.08µm
reorder_buf_instance.array\[15\]\[15\],10.08µm
net2936,10.08µm
net3124,10.08µm
net3168,10.08µm
_08262_,10.075µm
_11002_,10.075µm
_00657_,10.07µm
_17226_,10.07µm
_04886_,10.065µm
_09180_,10.06µm
_09934_,10.06µm
_11210_,10.06µm
_11473_,10.06µm
_12553_,10.06µm
_12603_,10.06µm
_16247_,10.06µm
_19634_,10.06µm
_19905_,10.06µm
_21439_,10.055µm
_01325_,10.045µm
_02316_,10.045µm
_02499_,10.045µm
reorder_buf_instance.array\[1\]\[24\],10.045µm
_03286_,10.04µm
_03779_,10.04µm
_03786_,10.04µm
_04027_,10.04µm
_04732_,10.04µm
_04899_,10.04µm
_05536_,10.04µm
_06137_,10.04µm
_06150_,10.04µm
_07181_,10.04µm
_09333_,10.04µm
_09610_,10.04µm
_09664_,10.04µm
_09831_,10.04µm
_09993_,10.04µm
_10510_,10.04µm
_12338_,10.04µm
_12563_,10.04µm
_13325_,10.04µm
_13862_,10.04µm
_14536_,10.04µm
_15111_,10.04µm
_15962_,10.04µm
_18794_,10.04µm
_19303_,10.04µm
_19720_,10.04µm
_20468_,10.04µm
_21138_,10.04µm
mult_buffer.array\[2\]\[39\],10.04µm
multiplier_instance.TT.genblk1\[0\].CSA1.C\[23\],10.04µm
multiplier_instance.TT.genblk1\[1\].CSA1.A\[4\],10.04µm
multiplier_instance.TT.genblk1\[6\].CSA1.A\[34\],10.04µm
multiplier_instance.s2_exp_a\[0\],10.04µm
reorder_buf_instance.array\[10\]\[27\],10.04µm
reorder_buf_instance.array\[11\]\[13\],10.04µm
reorder_buf_instance.array\[3\]\[25\],10.04µm
_18365_,10.035µm
_15672_,10.03µm
_06038_,10.02µm
_06293_,10.02µm
_18094_,10.02µm
_18190_,10.02µm
_11543_,10.01µm
_01550_,10.005µm
_01664_,10µm
_04482_,10µm
_08876_,10µm
_09506_,10µm
_10212_,10µm
_11867_,10µm
_12828_,10µm
_15853_,10µm
_17640_,10µm
_17694_,10µm
_18599_,10µm
_20707_,10µm
div_mantisa\[14\],10µm
divider_instance.mantisaA0\[22\],10µm
reorder_buf_instance.array\[8\]\[2\],10µm
_03064_,9.98µm
_04113_,9.98µm
_05153_,9.98µm
_06989_,9.98µm
_10111_,9.98µm
_10138_,9.98µm
_10167_,9.98µm
_14705_,9.98µm
_17076_,9.98µm
_17143_,9.98µm
_19689_,9.98µm
_19891_,9.98µm
_20386_,9.98µm
_20967_,9.98µm
_21032_,9.98µm
_21451_,9.98µm
adder_buffer.array\[0\]\[7\],9.98µm
divider_instance.four_man\[25\],9.98µm
adder_buffer.array\[2\]\[23\],9.965µm
_04123_,9.96µm
_04433_,9.96µm
_06982_,9.96µm
_07259_,9.96µm
_09240_,9.96µm
_09241_,9.96µm
_11857_,9.96µm
_12924_,9.96µm
_13072_,9.96µm
_13893_,9.96µm
_14684_,9.96µm
_15077_,9.96µm
_15725_,9.96µm
_17672_,9.96µm
_18957_,9.96µm
_20587_,9.96µm
multiplier_instance.TT.genblk1\[2\].CSA1.B\[16\],9.96µm
reorder_buf_instance.array\[7\]\[16\],9.96µm
_02010_,9.955µm
_02320_,9.945µm
_02968_,9.94µm
_03280_,9.94µm
_05983_,9.94µm
_06682_,9.94µm
_06808_,9.94µm
_06859_,9.94µm
_07666_,9.94µm
_07954_,9.94µm
_08554_,9.94µm
_09366_,9.94µm
_10150_,9.94µm
_10293_,9.94µm
_11323_,9.94µm
_11616_,9.94µm
_11841_,9.94µm
_12171_,9.94µm
_13603_,9.94µm
_15440_,9.94µm
_16296_,9.94µm
_18118_,9.94µm
_18121_,9.94µm
_19183_,9.94µm
_20029_,9.94µm
_20745_,9.94µm
_21071_,9.94µm
adder_buffer.array\[0\]\[10\],9.94µm
adder_buffer.array\[0\]\[37\],9.94µm
divider_instance.mantisaA0\[7\],9.94µm
divider_instance.mantisaB0\[21\],9.94µm
multiplier_instance.PPG.A\[7\],9.94µm
multiplier_instance.TT.genblk1\[1\].CSA1.C\[14\],9.94µm
multiplier_instance.TT.genblk1\[4\].CSA1.B\[13\],9.94µm
multiplier_instance.TT.genblk1\[4\].CSA1.B\[27\],9.94µm
multiplier_instance.s1_exp_a\[7\],9.94µm
reorder_buf_instance.array\[10\]\[4\],9.94µm
reorder_buf_instance.array\[2\]\[14\],9.94µm
reorder_buf_instance.array\[2\]\[7\],9.94µm
_07721_,9.93µm
_14051_,9.93µm
_11285_,9.925µm
_00328_,9.92µm
_03505_,9.92µm
_06315_,9.92µm
_08959_,9.92µm
_10313_,9.92µm
_10995_,9.92µm
_11562_,9.92µm
_11595_,9.92µm
_12576_,9.92µm
_13184_,9.92µm
_15068_,9.92µm
_15141_,9.92µm
_15883_,9.92µm
_18355_,9.92µm
_19107_,9.92µm
_19600_,9.92µm
_20343_,9.92µm
_20755_,9.92µm
_21570_,9.92µm
multiplier_instance.TT.genblk1\[5\].CSA1.A\[29\],9.92µm
_07358_,9.91µm
_01898_,9.9µm
_02719_,9.9µm
_03180_,9.9µm
_03694_,9.9µm
_04730_,9.9µm
_05160_,9.9µm
_07392_,9.9µm
_07646_,9.9µm
_08455_,9.9µm
_09030_,9.9µm
_10846_,9.9µm
_11533_,9.9µm
_20248_,9.9µm
_21777_,9.9µm
adder_buffer.array\[1\]\[8\],9.9µm
adder_instance.mantisaA0\[21\],9.9µm
div_exp\[1\],9.9µm
adder_buffer.array\[2\]\[3\],9.89µm
_18704_,9.885µm
_19329_,9.885µm
_02869_,9.88µm
_03179_,9.88µm
_03989_,9.88µm
_04393_,9.88µm
_05562_,9.88µm
_06393_,9.88µm
_06613_,9.88µm
_10110_,9.88µm
_12918_,9.88µm
_13467_,9.88µm
_13724_,9.88µm
_14491_,9.88µm
_14644_,9.88µm
_14701_,9.88µm
net120,9.88µm
_05700_,9.87µm
_01749_,9.865µm
_03190_,9.86µm
_04208_,9.86µm
_05119_,9.86µm
_06077_,9.86µm
_07306_,9.86µm
_09230_,9.86µm
_11888_,9.86µm
_14278_,9.86µm
_16800_,9.86µm
_17047_,9.86µm
_17304_,9.86µm
_17322_,9.86µm
_18916_,9.86µm
net2261,9.86µm
net2293,9.86µm
net2583,9.86µm
net3066,9.86µm
adder_buffer.array\[2\]\[24\],9.85µm
_01887_,9.845µm
_02099_,9.84µm
_03325_,9.84µm
_03857_,9.84µm
_04105_,9.84µm
_05028_,9.84µm
_06378_,9.84µm
_07357_,9.84µm
_07680_,9.84µm
_08029_,9.84µm
_08186_,9.84µm
_10728_,9.84µm
_11143_,9.84µm
_11310_,9.84µm
_12122_,9.84µm
_13203_,9.84µm
_14222_,9.84µm
_18919_,9.84µm
_20683_,9.84µm
mult_mantisaB\[3\],9.84µm
reorder_buf_instance.array\[0\]\[10\],9.84µm
_14506_,9.83µm
_06739_,9.825µm
_21058_,9.825µm
_03094_,9.82µm
_03189_,9.82µm
_03697_,9.82µm
_03977_,9.82µm
_05294_,9.82µm
_05326_,9.82µm
_05416_,9.82µm
_05746_,9.82µm
_06819_,9.82µm
_07485_,9.82µm
_10237_,9.82µm
_11425_,9.82µm
_12174_,9.82µm
_13566_,9.82µm
_14682_,9.82µm
_15246_,9.82µm
_15496_,9.82µm
_16257_,9.82µm
_18063_,9.82µm
_19381_,9.82µm
_20005_,9.82µm
_20190_,9.82µm
_20268_,9.82µm
_20294_,9.82µm
_20663_,9.82µm
_21145_,9.82µm
_21469_,9.82µm
_21782_,9.82µm
div_mantisaA\[13\],9.82µm
multiplier_instance.TT.genblk1\[4\].CSA1.C\[21\],9.82µm
multiplier_instance.TT.genblk1\[6\].CSA1.A\[37\],9.82µm
reorder_buf_instance.array\[15\]\[17\],9.82µm
reorder_buf_instance.array\[15\]\[6\],9.82µm
reorder_buf_instance.array\[7\]\[12\],9.82µm
net2698,9.82µm
net2837,9.82µm
_10348_,9.8µm
_12839_,9.8µm
_13214_,9.8µm
_17183_,9.8µm
_18065_,9.8µm
_20822_,9.8µm
mult_buffer.array\[3\]\[32\],9.8µm
reorder_buf_instance.array\[12\]\[0\],9.8µm
_03170_,9.78µm
_04556_,9.78µm
_05069_,9.78µm
_05830_,9.78µm
_06492_,9.78µm
_07146_,9.78µm
_07739_,9.78µm
