net,length_um
mantisaBshift\[11\],12.98µm
_0621_,12.96µm
net66,12.96µm
_0350_,12.92µm
_1408_,12.92µm
_1728_,12.92µm
_0258_,12.905µm
_1850_,12.88µm
_0837_,12.82µm
_1368_,12.82µm
_0935_,12.76µm
_0491_,12.74µm
_1023_,12.74µm
net79,12.74µm
net93,12.74µm
_0736_,12.7µm
_0414_,12.68µm
expadd\[5\],12.68µm
mantisaBshift\[22\],12.68µm
_1358_,12.66µm
mantisaBshift\[40\],12.66µm
_1790_,12.64µm
_0536_,12.62µm
_1055_,12.62µm
_1473_,12.62µm
_0713_,12.58µm
_1242_,12.56µm
mantisaBshift\[47\],12.54µm
_1894_,12.52µm
_0465_,12.5µm
net58,12.5µm
_1735_,12.46µm
signA0,12.46µm
_0675_,12.44µm
_1105_,12.44µm
_1163_,12.44µm
_1569_,12.44µm
_0914_,12.41µm
_0459_,12.4µm
_0522_,12.36µm
_1723_,12.36µm
_1902_,12.36µm
mantisa[12],12.36µm
_1654_,12.345µm
_0811_,12.34µm
mantisa[0],12.33µm
_1472_,12.32µm
_1755_,12.315µm
_1161_,12.3µm
_1271_,12.3µm
_1682_,12.28µm
_0582_,12.26µm
_1034_,12.24µm
net51,12.24µm
mantisaBshift\[4\],12.22µm
_0860_,12.18µm
net283,12.165µm
_0486_,12.14µm
_0655_,12.12µm
_1436_,12.1µm
_1763_,12.1µm
_0280_,12.04µm
_1171_,12.04µm
net329,12.04µm
_1177_,12.03µm
_1676_,12.02µm
net62,12.02µm
_0845_,11.96µm
_1029_,11.92µm
_0790_,11.905µm
mantisa[20],11.9µm
mantisa[21],11.9µm
mantisa[22],11.9µm
net298,11.895µm
_1701_,11.88µm
_0732_,11.84µm
expmiddled\[4\],11.84µm
_1089_,11.82µm
net333,11.8µm
_0731_,11.78µm
_1716_,11.78µm
mantisaA[10],11.75µm
mantisaBshift\[5\],11.74µm
net327,11.7µm
_1491_,11.66µm
mantisaBshift\[42\],11.66µm
net287,11.66µm
_0319_,11.62µm
_0788_,11.62µm
_1610_,11.62µm
_0652_,11.56µm
_0688_,11.56µm
_1898_,11.56µm
_1048_,11.54µm
_1437_,11.52µm
_0765_,11.5µm
_1098_,11.5µm
_1145_,11.5µm
mantisaB0\[18\],11.5µm
_0694_,11.48µm
_1329_,11.48µm
mantisa[10],11.45µm
_1465_,11.44µm
_1594_,11.42µm
_1831_,11.42µm
_0625_,11.4µm
_1634_,11.4µm
_1189_,11.38µm
_1740_,11.36µm
_0782_,11.3µm
_1067_,11.3µm
_0734_,11.28µm
_1546_,11.22µm
_0039_,11.205µm
_0333_,11.2µm
_0368_,11.18µm
_1792_,11.18µm
_0197_,11.165µm
_0783_,11.12µm
net179,11.12µm
_1070_,11.06µm
_1278_,11.06µm
mantisaBshift\[14\],11.06µm
_1680_,11.045µm
_1775_,11.04µm
_0106_,11.025µm
net291,11.025µm
_0286_,11.02µm
_0955_,11.02µm
_1496_,10.98µm
_1268_,10.96µm
_1809_,10.96µm
mantisaB[14],10.91µm
expmiddleb\[7\],10.9µm
four_man\[53\],10.9µm
_1002_,10.88µm
_1707_,10.88µm
net322,10.88µm
_0516_,10.87µm
_1018_,10.86µm
_0305_,10.84µm
expmiddled\[0\],10.84µm
_0544_,10.76µm
_1573_,10.76µm
_1238_,10.745µm
_1785_,10.74µm
mantisaA[1],10.73µm
_0745_,10.72µm
_1477_,10.72µm
_0679_,10.7µm
net284,10.665µm
_0798_,10.66µm
_0510_,10.64µm
_1051_,10.62µm
_1607_,10.62µm
_1057_,10.605µm
net293,10.585µm
mantisaBshift\[48\],10.58µm
_1066_,10.57µm
_0437_,10.52µm
_1237_,10.52µm
_1494_,10.52µm
_1125_,10.5µm
mantisaB[0],10.48µm
_0746_,10.46µm
_1561_,10.44µm
_0779_,10.42µm
_1629_,10.42µm
_1819_,10.41µm
_0248_,10.405µm
_0784_,10.38µm
_0815_,10.38µm
_1109_,10.38µm
_1540_,10.36µm
_0905_,10.34µm
_0002_,10.325µm
_0240_,10.325µm
_0469_,10.32µm
_0821_,10.32µm
_1515_,10.32µm
_1799_,10.32µm
net334,10.32µm
_0696_,10.3µm
_1438_,10.3µm
_1474_,10.3µm
_1539_,10.28µm
_1695_,10.28µm
mantisaB0\[19\],10.28µm
_1000_,10.26µm
_1139_,10.26µm
_1102_,10.24µm
_1623_,10.24µm
_1677_,10.24µm
mantisaBshift\[6\],10.22µm
_1748_,10.2µm
expb[1],10.19µm
_1149_,10.16µm
_0042_,10.135µm
_1454_,10.12µm
_1885_,10.1µm
_0568_,10.08µm
_0685_,10.08µm
_1176_,10.08µm
_1142_,10.04µm
_0939_,10µm
_1194_,9.98µm
expmiddleb\[1\],9.98µm
mantisaA0\[12\],9.98µm
net305,9.98µm
_1269_,9.96µm
_1551_,9.96µm
_0840_,9.94µm
_0986_,9.94µm
mantisaBshift\[51\],9.94µm
_1097_,9.925µm
_0048_,9.905µm
_0124_,9.905µm
_1190_,9.88µm
_0598_,9.86µm
_1233_,9.86µm
_0683_,9.84µm
mantisa[13],9.83µm
_0915_,9.82µm
_1155_,9.82µm
_1528_,9.82µm
mantisaB0\[21\],9.8µm
_1919_,9.78µm
_1662_,9.77µm
_0653_,9.74µm
_1027_,9.74µm
_1725_,9.74µm
_1824_,9.74µm
_1134_,9.7µm
_1625_,9.7µm
_1659_,9.7µm
_0138_,9.685µm
_1015_,9.68µm
expb[2],9.64µm
expb[3],9.64µm
expb[4],9.64µm
_1440_,9.6µm
net378,9.6µm
_0342_,9.58µm
_0707_,9.58µm
_1036_,9.58µm
mantisaBshift\[46\],9.58µm
_0395_,9.56µm
_0283_,9.54µm
net369,9.54µm
_0668_,9.52µm
_1253_,9.52µm
_1291_,9.52µm
mantisaA0\[10\],9.52µm
_0907_,9.5µm
_1013_,9.5µm
_1136_,9.5µm
_0369_,9.48µm
_0748_,9.48µm
_1611_,9.48µm
expmiddlea\[4\],9.48µm
_1666_,9.47µm
_1915_,9.44µm
_0484_,9.42µm
expmiddleb\[4\],9.42µm
_0869_,9.38µm
_0659_,9.36µm
_1014_,9.36µm
_1053_,9.36µm
_1673_,9.36µm
_1808_,9.36µm
_1849_,9.34µm
_0751_,9.32µm
_1402_,9.32µm
_0244_,9.3µm
_0881_,9.28µm
_1107_,9.28µm
_1148_,9.28µm
_1618_,9.28µm
_0856_,9.26µm
_0577_,9.24µm
_0190_,9.235µm
_1468_,9.22µm
_1704_,9.22µm
_1267_,9.2µm
_1745_,9.18µm
_0320_,9.16µm
_1636_,9.16µm
mantisaBshift\[44\],9.16µm
_0192_,9.145µm
_0285_,9.14µm
_1679_,9.14µm
_0043_,9.125µm
_1050_,9.12µm
_1146_,9.12µm
_1592_,9.12µm
_1778_,9.12µm
_0853_,9.08µm
_1859_,9.08µm
net278,9.065µm
mantisaA[18],9.05µm
_1380_,9.04µm
_1651_,9.04µm
mantisaA0\[0\],9.04µm
_0234_,9.035µm
_1772_,9.02µm
net182,9.02µm
mantisaBshift\[53\],9µm
_0202_,8.985µm
_1309_,8.98µm
_1843_,8.98µm
_1043_,8.96µm
exp[0],8.96µm
exp[2],8.96µm
exp[3],8.96µm
_0279_,8.94µm
_0902_,8.94µm
_1781_,8.94µm
_1006_,8.935µm
net286,8.935µm
mantisa[17],8.93µm
mantisa[18],8.93µm
mantisa[3],8.93µm
_1601_,8.92µm
_0278_,8.9µm
net330,8.9µm
_0786_,8.895µm
_0588_,8.86µm
_0440_,8.82µm
_1366_,8.82µm
_1861_,8.82µm
_0422_,8.8µm
_0880_,8.8µm
_0370_,8.78µm
_0656_,8.76µm
_0773_,8.76µm
expa[4],8.72µm
net282,8.72µm
_1653_,8.695µm
mantisaA[11],8.69µm
_0351_,8.68µm
_0080_,8.665µm
_0716_,8.66µm
_1753_,8.66µm
_1811_,8.66µm
expmiddled\[5\],8.66µm
_0107_,8.645µm
four_man\[39\],8.62µm
_0175_,8.605µm
_1283_,8.6µm
_1656_,8.6µm
mantisaA0\[13\],8.6µm
_0463_,8.58µm
_0692_,8.58µm
_0990_,8.58µm
_1124_,8.58µm
_1622_,8.58µm
_1841_,8.58µm
_0018_,8.565µm
_0489_,8.56µm
_0829_,8.56µm
_1226_,8.56µm
_1282_,8.56µm
_1483_,8.56µm
_1657_,8.56µm
_1798_,8.56µm
mantisaA0\[15\],8.52µm
exp[4],8.5µm
exp[5],8.5µm
exp[6],8.5µm
exp[7],8.5µm
_0858_,8.48µm
_1674_,8.48µm
_1916_,8.48µm
mantisaB0\[3\],8.48µm
net78,8.48µm
_0994_,8.46µm
_1204_,8.46µm
_1637_,8.44µm
_1834_,8.44µm
_1879_,8.44µm
_1883_,8.44µm
expmiddle\[3\],8.44µm
net377,8.44µm
_0645_,8.42µm
_0430_,8.4µm
_0912_,8.4µm
_1776_,8.4µm
net74,8.4µm
mantisa[11],8.39µm
_0167_,8.38µm
mantisaA[5],8.37µm
_0644_,8.36µm
_1445_,8.36µm
_1780_,8.36µm
_0416_,8.34µm
_0691_,8.34µm
_1110_,8.34µm
_1126_,8.34µm
mantisaBshift\[57\],8.32µm
_1162_,8.275µm
mantisa[8],8.27µm
net288,8.26µm
_0139_,8.245µm
_0836_,8.24µm
_1106_,8.24µm
net373,8.24µm
_1287_,8.22µm
_1818_,8.22µm
_0349_,8.2µm
_0517_,8.2µm
_1430_,8.2µm
_1466_,8.2µm
_1665_,8.2µm
_1786_,8.2µm
_1828_,8.2µm
expadd\[3\],8.2µm
_0130_,8.175µm
_1749_,8.16µm
_0178_,8.145µm
_0456_,8.145µm
_0949_,8.14µm
_1333_,8.14µm
_1635_,8.14µm
_1793_,8.14µm
_0712_,8.12µm
_1041_,8.12µm
_1652_,8.12µm
_1766_,8.12µm
net324,8.12µm
_0616_,8.1µm
_0706_,8.1µm
four_man\[61\],8.1µm
net285,8.095µm
_1132_,8.08µm
_0037_,8.065µm
_1461_,8.06µm
_0906_,8.02µm
net295,8.015µm
mantisaA[3],8.01µm
mantisaA[9],8.01µm
_0495_,7.98µm
_0576_,7.98µm
_0733_,7.98µm
_1042_,7.98µm
_1801_,7.98µm
net331,7.98µm
_1200_,7.94µm
_1452_,7.94µm
_1803_,7.94µm
_1827_,7.94µm
_1207_,7.92µm
_0674_,7.9µm
_0689_,7.9µm
_0596_,7.88µm
_0635_,7.88µm
_1909_,7.88µm
_1669_,7.86µm
_1211_,7.84µm
_1321_,7.84µm
_0647_,7.82µm
_1820_,7.82µm
_1093_,7.8µm
net281,7.8µm
_1290_,7.78µm
_1361_,7.78µm
_1423_,7.78µm
_1737_,7.78µm
_0300_,7.77µm
_0358_,7.74µm
_0360_,7.7µm
_0650_,7.7µm
_1381_,7.7µm
_0108_,7.695µm
expb[6],7.69µm
mantisaA[22],7.69µm
_1099_,7.68µm
mantisaA0\[11\],7.68µm
mantisaB[2],7.67µm
mantisaB[9],7.67µm
_0295_,7.66µm
_1626_,7.66µm
_1671_,7.66µm
_1856_,7.66µm
_1230_,7.64µm
_1899_,7.64µm
_1913_,7.64µm
_1243_,7.6µm
_1724_,7.6µm
_0421_,7.58µm
_0669_,7.58µm
_1715_,7.58µm
mantisa[9],7.57µm
_0832_,7.56µm
_1393_,7.56µm
_1545_,7.56µm
_1727_,7.56µm
_1760_,7.56µm
_0497_,7.54µm
_0308_,7.52µm
_1065_,7.52µm
_1167_,7.52µm
_1350_,7.52µm
mantisaBshift\[49\],7.52µm
net325,7.52µm
net388,7.52µm
_1527_,7.49µm
net80,7.48µm
_1201_,7.44µm
_1270_,7.44µm
net280,7.44µm
_0026_,7.42µm
_1367_,7.42µm
_1782_,7.42µm
_1750_,7.4µm
mantisa[16],7.37µm
mantisa[5],7.37µm
mantisa[7],7.37µm
_1147_,7.34µm
_1251_,7.34µm
_1529_,7.34µm
mantisaA[16],7.33µm
_1196_,7.32µm
_1620_,7.32µm
_0514_,7.26µm
_1442_,7.26µm
_1191_,7.24µm
expmiddleb\[3\],7.24µm
mantisaA0\[20\],7.24µm
_0970_,7.22µm
_1331_,7.22µm
_1379_,7.22µm
_1722_,7.22µm
net94,7.22µm
net374,7.22µm
_0323_,7.2µm
_0775_,7.2µm
_1536_,7.2µm
_1553_,7.2µm
_0322_,7.18µm
_1040_,7.18µm
_1111_,7.18µm
_1114_,7.18µm
_0082_,7.165µm
_0168_,7.165µm
_1658_,7.155µm
_0010_,7.145µm
_0250_,7.145µm
_0397_,7.14µm
_0613_,7.14µm
_1858_,7.12µm
_0022_,7.105µm
_0537_,7.1µm
_1208_,7.1µm
_1400_,7.1µm
_1486_,7.1µm
net332,7.08µm
_1056_,7.06µm
expmiddleb\[2\],7.06µm
_0072_,7.045µm
_1249_,7µm
expb[7],6.99µm
mantisaA[12],6.99µm
_1172_,6.98µm
_1547_,6.98µm
_1821_,6.98µm
expmiddleb\[5\],6.98µm
_1049_,6.975µm
_0662_,6.96µm
_0728_,6.96µm
_0498_,6.94µm
_1537_,6.94µm
expadd\[7\],6.94µm
_0056_,6.925µm
_0195_,6.925µm
net277,6.925µm
_1823_,6.92µm
mantisa[14],6.91µm
_1557_,6.9µm
_1216_,6.86µm
net368,6.86µm
_0344_,6.83µm
_0660_,6.82µm
_1667_,6.82µm
_1631_,6.78µm
_1197_,6.77µm
_0425_,6.76µm
_1019_,6.76µm
_1240_,6.76µm
four_man\[48\],6.76µm
_1564_,6.74µm
_0366_,6.72µm
_0599_,6.72µm
_1526_,6.72µm
_1743_,6.72µm
_1806_,6.72µm
expmiddlea\[2\],6.72µm
_0148_,6.685µm
_0241_,6.685µm
_0460_,6.66µm
_0903_,6.66µm
net364,6.66µm
mantisaA[2],6.65µm
mantisaB[8],6.65µm
_1886_,6.64µm
mantisaA0\[6\],6.64µm
mantisaBshift\[17\],6.64µm
_0764_,6.6µm
_0794_,6.6µm
_0019_,6.56µm
_0792_,6.54µm
_1325_,6.52µm
_1458_,6.52µm
_1213_,6.5µm
_1877_,6.5µm
_1404_,6.48µm
_0198_,6.465µm
_1412_,6.46µm
_1621_,6.46µm
_0396_,6.44µm
_0488_,6.435µm
_1901_,6.42µm
net384,6.42µm
_1660_,6.385µm
_1448_,6.38µm
_1192_,6.37µm
_0049_,6.365µm
_1378_,6.36µm
_0126_,6.355µm
mantisaB[19],6.33µm
_0628_,6.32µm
_0634_,6.32µm
_1252_,6.32µm
mantisaB[15],6.31µm
op,6.31µm
_1092_,6.3µm
_1164_,6.3µm
_1317_,6.3µm
net346,6.3µm
_0578_,6.28µm
_1605_,6.28µm
_1738_,6.28µm
_0077_,6.265µm
expmiddle\[0\],6.26µm
mantisaA0\[14\],6.26µm
_0081_,6.225µm
_0087_,6.225µm
_0140_,6.225µm
mantisa[4],6.21µm
_0641_,6.2µm
_1228_,6.2µm
mantisaBshift\[3\],6.2µm
_0065_,6.185µm
_0185_,6.185µm
_1391_,6.18µm
_1729_,6.18µm
_1744_,6.18µm
_1840_,6.18µm
_0304_,6.16µm
_1889_,6.16µm
_0710_,6.14µm
_0723_,6.14µm
_1388_,6.14µm
_1407_,6.14µm
_1538_,6.14µm
_1732_,6.14µm
net75,6.14µm
net320,6.14µm
net321,6.14µm
_0133_,6.105µm
_0251_,6.08µm
_1917_,6.08µm
_1926_,6.08µm
_1334_,6.06µm
_1399_,6.06µm
_1825_,6.06µm
_0153_,6.025µm
_0152_,6.005µm
expb[5],5.99µm
expb[0],5.97µm
mantisaA[20],5.97µm
mantisaA[8],5.97µm
mantisaB[13],5.97µm
mantisaB[3],5.97µm
_0017_,5.965µm
_0060_,5.965µm
_0590_,5.96µm
_0658_,5.96µm
_0768_,5.96µm
_0034_,5.945µm
_1158_,5.94µm
_1297_,5.94µm
_1647_,5.94µm
_1721_,5.94µm
_0487_,5.92µm
_1311_,5.92µm
_0330_,5.9µm
_0155_,5.885µm
_0182_,5.865µm
_0231_,5.865µm
_0547_,5.86µm
_0687_,5.86µm
_1739_,5.86µm
_1918_,5.86µm
net383,5.86µm
_0464_,5.84µm
_1061_,5.84µm
_1525_,5.84µm
_1570_,5.84µm
_1644_,5.84µm
_0302_,5.82µm
_1076_,5.82µm
_1464_,5.82µm
_1756_,5.82µm
_0796_,5.8µm
_0898_,5.8µm
_0911_,5.8µm
_1154_,5.8µm
_1298_,5.8µm
_1742_,5.8µm
mantisaA0\[1\],5.8µm
net181,5.8µm
_1627_,5.78µm
_0084_,5.765µm
_0246_,5.765µm
_0666_,5.74µm
_1315_,5.74µm
_1789_,5.725µm
_0191_,5.72µm
_0560_,5.72µm
_0581_,5.72µm
_0981_,5.72µm
_1033_,5.72µm
_1476_,5.72µm
_1587_,5.72µm
_1719_,5.72µm
_1867_,5.72µm
_0136_,5.705µm
_0390_,5.7µm
_1523_,5.7µm
_0392_,5.68µm
_0553_,5.68µm
_1007_,5.68µm
_1223_,5.68µm
_1261_,5.68µm
_1356_,5.68µm
_1560_,5.68µm
_1733_,5.68µm
_1826_,5.68µm
net68,5.68µm
expa[7],5.65µm
mantisaB[1],5.65µm
expa[0],5.63µm
expa[5],5.63µm
mantisaA[15],5.63µm
mantisaA[4],5.63µm
mantisaB[20],5.63µm
_0493_,5.62µm
_0708_,5.62µm
_1891_,5.62µm
_1855_,5.6µm
_0290_,5.58µm
_1455_,5.58µm
_1602_,5.58µm
_1907_,5.58µm
net343,5.58µm
_0007_,5.555µm
mantisa[1],5.53µm
_0356_,5.52µm
_0695_,5.52µm
_0819_,5.52µm
_1639_,5.5µm
_1903_,5.48µm
_0490_,5.46µm
_0564_,5.46µm
_0620_,5.46µm
_0162_,5.435µm
_0180_,5.435µm
_1116_,5.435µm
sign,5.41µm
_0481_,5.4µm
_0686_,5.4µm
_1541_,5.4µm
_0555_,5.38µm
_1118_,5.38µm
_1143_,5.38µm
_1183_,5.38µm
_1508_,5.38µm
_1593_,5.38µm
mantisaA[13],5.38µm
net82,5.38µm
_0729_,5.36µm
_0741_,5.36µm
_1632_,5.36µm
_0174_,5.355µm
_1209_,5.355µm
_0597_,5.34µm
_0825_,5.34µm
_0916_,5.34µm
_1225_,5.34µm
_1389_,5.34µm
_1417_,5.34µm
_1492_,5.34µm
net83,5.34µm
_0214_,5.315µm
_0073_,5.305µm
_0086_,5.305µm
mantisaA[6],5.29µm
mantisaB[12],5.29µm
_0542_,5.28µm
_0900_,5.28µm
_0964_,5.28µm
_0998_,5.28µm
_0050_,5.265µm
_0589_,5.26µm
_0622_,5.26µm
_0927_,5.26µm
_1028_,5.26µm
_1219_,5.26µm
_1832_,5.26µm
_0863_,5.24µm
_1649_,5.24µm
_1779_,5.24µm
_0535_,5.22µm
_0719_,5.22µm
_0726_,5.22µm
_0871_,5.22µm
_0877_,5.22µm
_1123_,5.22µm
_1925_,5.22µm
_0762_,5.19µm
_0074_,5.185µm
_0446_,5.18µm
_0023_,5.16µm
_0284_,5.16µm
_1390_,5.16µm
_1847_,5.16µm
net358,5.16µm
_1115_,5.145µm
_1133_,5.14µm
_0142_,5.125µm
_0540_,5.12µm
_1852_,5.12µm
net317,5.12µm
net389,5.12µm
_0044_,5.095µm
_0040_,5.085µm
_1384_,5.06µm
net390,5.06µm
_1217_,5.025µm
_0354_,5.02µm
_0637_,5.02µm
_0958_,5.02µm
_1645_,5.02µm
op0,5.02µm
_1140_,5µm
net348,5µm
_0166_,4.965µm
mantisaA[0],4.95µm
mantisaB[7],4.95µm
signb,4.95µm
_0657_,4.94µm
_0910_,4.94µm
_1188_,4.94µm
_1370_,4.94µm
_1726_,4.94µm
_0289_,4.92µm
_0461_,4.92µm
_0574_,4.92µm
_1052_,4.92µm
_1078_,4.92µm
_1479_,4.92µm
_1822_,4.92µm
mantisaA0\[19\],4.92µm
mantisaA0\[2\],4.92µm
mantisaA0\[7\],4.92µm
_0987_,4.9µm
_1504_,4.9µm
_1661_,4.9µm
_1672_,4.9µm
_0109_,4.885µm
_0690_,4.88µm
_1022_,4.88µm
_1038_,4.88µm
_1082_,4.88µm
_1410_,4.88µm
_1838_,4.88µm
four_man\[40\],4.88µm
mantisa[2],4.85µm
_0031_,4.845µm
_0098_,4.82µm
_1284_,4.8µm
_1517_,4.8µm
_1535_,4.8µm
_1663_,4.8µm
_1813_,4.8µm
expmiddle\[1\],4.8µm
_0249_,4.785µm
_0595_,4.78µm
_0806_,4.76µm
_1008_,4.76µm
_1212_,4.76µm
_1612_,4.76µm
_1751_,4.76µm
_1804_,4.76µm
_1857_,4.76µm
_0025_,4.7µm
_0879_,4.7µm
_1255_,4.7µm
_1837_,4.7µm
net367,4.7µm
_1860_,4.68µm
_1068_,4.66µm
net376,4.66µm
_0141_,4.635µm
_0063_,4.625µm
_0161_,4.625µm
_1280_,4.61µm
expa[1],4.61µm
expa[2],4.61µm
expa[3],4.61µm
expa[6],4.61µm
mantisaA[14],4.61µm
mantisaA[21],4.61µm
mantisaB[11],4.61µm
mantisaB[18],4.61µm
mantisaB[22],4.61µm
mantisaB[4],4.61µm
_0169_,4.605µm
_1241_,4.6µm
_1630_,4.6µm
_1071_,4.56µm
_1372_,4.56µm
_0507_,4.54µm
_0739_,4.54µm
_1796_,4.54µm
_0676_,4.48µm
_0766_,4.48µm
_1138_,4.48µm
_1254_,4.48µm
_1439_,4.48µm
_0363_,4.46µm
_1344_,4.46µm
_1411_,4.46µm
_1614_,4.46µm
_1854_,4.46µm
expmiddleb\[0\],4.46µm
four_man\[60\],4.46µm
_1231_,4.445µm
_0894_,4.44µm
_1141_,4.44µm
_0154_,4.435µm
_0826_,4.42µm
_1084_,4.42µm
_1497_,4.42µm
net90,4.42µm
net91,4.42µm
exp[1],4.39µm
_0075_,4.385µm
_0100_,4.385µm
_0207_,4.385µm
_0587_,4.36µm
_1296_,4.36µm
_1752_,4.36µm
_0276_,4.34µm
_0301_,4.34µm
_0848_,4.34µm
_0861_,4.34µm
_0983_,4.34µm
_1026_,4.34µm
_1435_,4.34µm
_1446_,4.34µm
_1519_,4.34µm
_1670_,4.34µm
_1675_,4.34µm
_1683_,4.34µm
_1734_,4.34µm
_1771_,4.34µm
net72,4.34µm
net344,4.34µm
net352,4.34µm
mantisaA[17],4.27µm
mantisaA[19],4.27µm
mantisaB[21],4.27µm
mantisaB[5],4.27µm
mantisaB[6],4.27µm
_0275_,4.24µm
_0408_,4.24µm
_0715_,4.24µm
_1286_,4.24µm
_1616_,4.24µm
_1887_,4.24µm
_1064_,4.22µm
_1179_,4.22µm
_1336_,4.22µm
net328,4.22µm
net355,4.22µm
_0978_,4.2µm
_1074_,4.2µm
_1265_,4.2µm
net363,4.2µm
_0083_,4.165µm
_0205_,4.145µm
_1181_,4.14µm
_1633_,4.14µm
net387,4.14µm
_0473_,4.12µm
_0967_,4.12µm
_1717_,4.12µm
_1897_,4.12µm
net361,4.12µm
_1552_,4.08µm
_0943_,4.03µm
_0412_,4.02µm
_1505_,4.02µm
_1582_,4.02µm
_0781_,4µm
_0891_,4µm
_0908_,4µm
_1122_,4µm
_1180_,4µm
_1664_,3.99µm
_1512_,3.98µm
_0014_,3.965µm
_0209_,3.965µm
_0243_,3.965µm
mantisaA[7],3.93µm
signa,3.93µm
_0066_,3.925µm
net276,3.925µm
_0402_,3.9µm
_1037_,3.9µm
net356,3.9µm
net359,3.9µm
_0642_,3.88µm
_0651_,3.88µm
_0963_,3.88µm
_0972_,3.88µm
_1214_,3.88µm
_1276_,3.88µm
_1376_,3.88µm
_1568_,3.88µm
_1923_,3.88µm
net76,3.88µm
net81,3.88µm
net92,3.88µm
_0256_,3.865µm
_0527_,3.86µm
_1094_,3.86µm
_0208_,3.805µm
_0021_,3.78µm
_0035_,3.78µm
_0059_,3.78µm
_0094_,3.78µm
_0131_,3.78µm
_1617_,3.78µm
_1875_,3.78µm
_0971_,3.76µm
_1157_,3.76µm
_1414_,3.76µm
_1060_,3.74µm
_0006_,3.705µm
_0089_,3.705µm
_0134_,3.705µm
_0876_,3.68µm
_0485_,3.66µm
_0699_,3.66µm
_1085_,3.66µm
_1731_,3.66µm
_1624_,3.64µm
_0032_,3.605µm
_0951_,3.575µm
_0759_,3.56µm
_0966_,3.56µm
_1047_,3.56µm
_1075_,3.56µm
four_man\[42\],3.56µm
signA1,3.56µm
signA2,3.56µm
signA3,3.56µm
_0288_,3.54µm
_0432_,3.54µm
_0945_,3.54µm
_0959_,3.54µm
_0999_,3.54µm
_1150_,3.54µm
_1206_,3.54µm
_1260_,3.54µm
_1375_,3.54µm
_1386_,3.54µm
_1599_,3.54µm
_1845_,3.54µm
_1846_,3.54µm
four_man\[45\],3.54µm
four_man\[49\],3.54µm
inf0,3.54µm
_0499_,3.52µm
_0102_,3.505µm
_0103_,3.505µm
_0110_,3.505µm
_0118_,3.505µm
_0145_,3.505µm
_0008_,3.465µm
_0122_,3.465µm
_0242_,3.465µm
_0277_,3.44µm
_0512_,3.44µm
_1062_,3.44µm
_1073_,3.44µm
_1081_,3.44µm
_0291_,3.42µm
_0661_,3.42µm
_0725_,3.42µm
_0787_,3.42µm
_1088_,3.42µm
_1310_,3.42µm
_1348_,3.42µm
_1816_,3.42µm
_1862_,3.42µm
net73,3.42µm
net315,3.42µm
_1112_,3.4µm
_1246_,3.39µm
_0104_,3.345µm
_0200_,3.345µm
_0204_,3.32µm
_1628_,3.32µm
net314,3.32µm
net316,3.32µm
net351,3.32µm
_1746_,3.3µm
_0127_,3.295µm
_0071_,3.245µm
_0193_,3.245µm
_0419_,3.22µm
_0752_,3.22µm
_1024_,3.22µm
_0389_,3.2µm
_0546_,3.2µm
_1245_,3.2µm
_0085_,3.175µm
_0123_,3.145µm
_0076_,3.125µm
_0471_,3.1µm
_0619_,3.1µm
_0654_,3.1µm
_0684_,3.1µm
_0827_,3.1µm
_0918_,3.1µm
_0948_,3.1µm
_1083_,3.1µm
_1922_,3.1µm
_0407_,3.08µm
_0518_,3.08µm
_0586_,3.08µm
_0623_,3.08µm
_0667_,3.08µm
_0670_,3.08µm
_0924_,3.08µm
_0934_,3.08µm
_0952_,3.08µm
_0991_,3.08µm
_1069_,3.08µm
_1256_,3.08µm
_1281_,3.08µm
_1302_,3.08µm
_1320_,3.08µm
_1470_,3.08µm
_1480_,3.08µm
_1608_,3.08µm
_1805_,3.08µm
_1814_,3.08µm
expmiddleb\[6\],3.08µm
four_man\[46\],3.08µm
four_man\[57\],3.08µm
mantisaA0\[3\],3.08µm
mantisaA0\[5\],3.08µm
_0559_,3.06µm
_0968_,3.06µm
_1017_,3.06µm
_0012_,3.045µm
_0054_,3.005µm
_0144_,3.005µm
_0171_,3.005µm
_0199_,3.005µm
_0015_,3µm
_0677_,2.98µm
net97,2.98µm
_0424_,2.96µm
_0444_,2.96µm
_0575_,2.96µm
_0584_,2.96µm
_1020_,2.96µm
_1031_,2.96µm
_1063_,2.96µm
_1091_,2.96µm
_1258_,2.96µm
_1273_,2.96µm
_1285_,2.96µm
_1314_,2.96µm
_1371_,2.96µm
_1640_,2.96µm
_1736_,2.96µm
_1784_,2.96µm
_1815_,2.96µm
net70,2.96µm
net71,2.96µm
_0113_,2.955µm
_0029_,2.945µm
_1373_,2.92µm
_0170_,2.885µm
_0386_,2.865µm
_0101_,2.86µm
_0105_,2.86µm
_0173_,2.86µm
_0335_,2.86µm
_0648_,2.86µm
_0724_,2.84µm
_0064_,2.835µm
_0079_,2.785µm
_0132_,2.785µm
_0693_,2.76µm
_0704_,2.76µm
_1128_,2.76µm
_0047_,2.715µm
_0055_,2.715µm
_0146_,2.715µm
_0165_,2.715µm
_0183_,2.715µm
_0194_,2.715µm
_0151_,2.705µm
_0281_,2.64µm
_0287_,2.64µm
_0297_,2.64µm
_0525_,2.64µm
_0680_,2.64µm
_0919_,2.64µm
_0953_,2.64µm
_1120_,2.64µm
_1322_,2.64µm
_1377_,2.64µm
expmiddlea\[5\],2.64µm
net362,2.64µm
